AgeGroup,Differentiation,Stemness
"Age[20,60)",0.140576655,0.093785042
"Age[20,60)",0.134976421,0.096640163
"Age[20,60)",0.144196595,0.115397072
"Age[20,60)",0.132932989,0.078570512
"Age[20,60)",0.125210968,0.066230368
"Age[20,60)",0.101075812,0.085178588
"Age[20,60)",0.125063915,0.095130123
"Age[20,60)",0.136486791,0.096683914
"Age[20,60)",0.143459075,0.117103101
"Age[20,60)",0.146311142,0.081975236
"Age[20,60)",0.141860303,0.075473409
"Age[20,60)",0.11728623,0.099570248
"Age[20,60)",0.151622557,0.095240186
"Age[20,60)",0.097627042,0.078312717
"Age[20,60)",0.099428151,0.078267772
"Age[20,60)",0.146329295,0.102540161
"Age[20,60)",0.123425816,0.097073762
"Age[20,60)",0.14521337,0.103574919
"Age[20,60)",0.120796942,0.089752524
"Age[20,60)",0.127352139,0.05789305
"Age[20,60)",0.08358295,0.092276516
"Age[20,60)",0.123509519,0.085425902
"Age[20,60)",0.138604261,0.088434397
"Age[20,60)",0.128113566,0.101270249
"Age[20,60)",0.142638223,0.082668832
"Age[20,60)",0.150736693,0.087329208
"Age[20,60)",0.128699398,0.085452584
"Age[20,60)",0.090777236,0.035876182
"Age[20,60)",0.136241412,0.109202092
"Age[20,60)",0.114980941,0.069809334
"Age[20,60)",0.091902998,0.043867149
"Age[20,60)",0.140255929,0.108917578
"Age[20,60)",0.129270609,0.110757994
"Age[20,60)",0.072973552,0.028908501
"Age[20,60)",0.145790327,0.079390677
"Age[20,60)",0.127228163,0.074395311
"Age[20,60)",0.156861496,0.112645502
"Age[20,60)",0.09324682,0.065853194
"Age[20,60)",0.181600904,0.112095202
"Age[20,60)",0.118814792,0.072890298
"Age[20,60)",0.142051655,0.100434168
"Age[20,60)",0.13980574,0.095120759
"Age[20,60)",0.129120373,0.09572686
"Age[20,60)",0.13351979,0.062786855
"Age[20,60)",0.136165389,0.102729883
"Age[20,60)",0.153794117,0.111297618
"Age[20,60)",0.112655724,0.080652952
"Age[20,60)",0.110844062,0.052393466
"Age[20,60)",0.106290923,0.092651836
"Age[20,60)",0.136194045,0.097899817
"Age[20,60)",0.154661603,0.114974791
"Age[20,60)",0.149221869,0.112825732
"Age[20,60)",0.148945246,0.088040592
"Age[20,60)",0.130762074,0.087122945
"Age[20,60)",0.147724594,0.091106405
"Age[20,60)",0.101354007,0.05816168
"Age[20,60)",0.14764931,0.083104156
"Age[20,60)",0.147651904,0.09615467
"Age[20,60)",0.14427335,0.099063039
"Age[20,60)",0.161933155,0.092745173
"Age[20,60)",0.159020867,0.104214583
"Age[20,60)",0.138784013,0.086070604
"Age[20,60)",0.14237616,0.107418863
"Age[20,60)",0.161598032,0.099751578
"Age[20,60)",0.132954429,0.071373796
"Age[20,60)",0.112850082,0.064336467
"Age[20,60)",0.117878343,0.073841958
"Age[20,60)",0.15574876,0.107745309
"Age[20,60)",0.149348891,0.110753362
"Age[20,60)",0.131310094,0.099172066
"Age[20,60)",0.128065031,0.108528374
"Age[20,60)",0.104255229,0.072709394
"Age[20,60)",0.146856055,0.093091068
"Age[20,60)",0.113298445,0.065093377
"Age[20,60)",0.152782333,0.112178974
"Age[20,60)",0.15006908,0.110399404
"Age[20,60)",0.129333004,0.076773228
"Age[20,60)",0.13183607,0.081881991
"Age[20,60)",0.147408203,0.085002047
"Age[20,60)",0.12927045,0.092890524
"Age[20,60)",0.164190566,0.122033066
"Age[20,60)",0.141063464,0.099933466
"Age[20,60)",0.15077937,0.099029315
"Age[20,60)",0.091873549,0.064370001
"Age[20,60)",0.132688893,0.066404775
"Age[20,60)",0.133704395,0.066465552
"Age[20,60)",0.148953593,0.094906521
"Age[20,60)",0.175845481,0.111209449
"Age[20,60)",0.124720768,0.076561613
"Age[20,60)",0.151809305,0.125550802
"Age[20,60)",0.160367424,0.094898685
"Age[20,60)",0.136057564,0.107814993
"Age[20,60)",0.152461638,0.097626789
"Age[20,60)",0.144372042,0.093991355
"Age[20,60)",0.137382534,0.090218
"Age[20,60)",0.131520663,0.07424069
"Age[20,60)",0.134238979,0.10003982
"Age[20,60)",0.131764496,0.097868167
"Age[20,60)",0.135562934,0.097393957
"Age[20,60)",0.138788201,0.086333315
"Age[20,60)",0.106153974,0.111479412
"Age[20,60)",0.107582239,0.070704168
"Age[20,60)",0.138323383,0.09241025
"Age[20,60)",0.106152801,0.060390545
"Age[20,60)",0.14235592,0.096587809
"Age[20,60)",0.129878893,0.07209777
"Age[20,60)",0.143004328,0.103802117
"Age[20,60)",0.149996421,0.093488965
"Age[20,60)",0.128265004,0.090243976
"Age[20,60)",0.133218572,0.079702137
"Age[20,60)",0.134905396,0.087280845
"Age[20,60)",0.157009977,0.115067037
"Age[20,60)",0.128301119,0.081523076
"Age[20,60)",0.124786458,0.079769917
"Age[20,60)",0.122472468,0.089353615
"Age[20,60)",0.125889714,0.061897566
"Age[20,60)",0.147907835,0.102103268
"Age[20,60)",0.15977772,0.098003859
"Age[20,60)",0.128323289,0.091804237
"Age[20,60)",0.108484921,0.086864211
"Age[20,60)",0.149169674,0.097729753
"Age[20,60)",0.166239164,0.120398301
"Age[20,60)",0.114065604,0.085582278
"Age[20,60)",0.136498434,0.071629083
"Age[20,60)",0.130170734,0.096238096
"Age[20,60)",0.127064659,0.103902807
"Age[20,60)",0.13982878,0.082720907
"Age[20,60)",0.150876591,0.103399766
"Age[20,60)",0.143242593,0.092612451
"Age[20,60)",0.136361158,0.077382685
"Age[20,60)",0.107299361,0.071405526
"Age[20,60)",0.158478316,0.119266402
"Age[20,60)",0.143946082,0.088071951
"Age[20,60)",0.125295966,0.092796484
"Age[20,60)",0.147104107,0.080817873
"Age[20,60)",0.116364701,0.086707907
"Age[20,60)",0.11347512,0.071033587
"Age[20,60)",0.096397025,0.076997586
"Age[20,60)",0.145112594,0.083577379
"Age[20,60)",0.134426218,0.108992365
"Age[20,60)",0.15240537,0.110109898
"Age[20,60)",0.078493138,0.050394157
"Age[20,60)",0.115666518,0.083585209
"Age[20,60)",0.13905015,0.077523983
"Age[20,60)",0.146043196,0.100996557
"Age[20,60)",0.137719497,0.078803549
"Age[20,60)",0.120577336,0.09096432
"Age[20,60)",0.095065412,0.079556698
"Age[20,60)",0.08302435,0.069368257
"Age[20,60)",0.156019928,0.08068016
"Age[20,60)",0.114052663,0.08957229
"Age[20,60)",0.127104405,0.062391201
"Age[20,60)",0.137323852,0.106471478
"Age[20,60)",0.120645564,0.105540076
"Age[20,60)",0.110632069,0.069205324
"Age[20,60)",0.095584631,0.054200734
"Age[20,60)",0.130783599,0.075191782
"Age[20,60)",0.164019353,0.092729496
"Age[20,60)",0.155631771,0.122437569
"Age[20,60)",0.137401041,0.070852543
"Age[20,60)",0.152026577,0.104633779
"Age[20,60)",0.137275615,0.099582304
"Age[20,60)",0.095541992,0.075865467
"Age[20,60)",0.130163053,0.079312308
"Age[20,60)",0.138815248,0.088875437
"Age[20,60)",0.121803828,0.117259507
"Age[20,60)",0.132797206,0.081280759
"Age[20,60)",0.136952116,0.082327811
"Age[20,60)",0.146291318,0.087234334
"Age[20,60)",0.143751813,0.085390802
"Age[20,60)",0.155856423,0.106501846
"Age[20,60)",0.142442469,0.083542357
"Age[20,60)",0.140372646,0.120074097
"Age[20,60)",0.151465404,0.067553129
"Age[20,60)",0.113102673,0.078591727
"Age[20,60)",0.122151402,0.10229434
"Age[20,60)",0.108850229,0.061256949
"Age[20,60)",0.151085177,0.100378973
"Age[20,60)",0.131779087,0.103933099
"Age[20,60)",0.130239302,0.107898843
"Age[20,60)",0.113090233,0.068772675
"Age[20,60)",0.137725298,0.084664632
"Age[20,60)",0.113299454,0.105162126
"Age[20,60)",0.127695974,0.076305373
"Age[20,60)",0.127437049,0.073417032
"Age[20,60)",0.138786893,0.097301619
"Age[20,60)",0.136618042,0.070689542
"Age[20,60)",0.168074664,0.137312322
"Age[20,60)",0.134991479,0.097128383
"Age[20,60)",0.108773122,0.068793457
"Age[20,60)",0.153039968,0.109198151
"Age[20,60)",0.135852484,0.072276753
"Age[20,60)",0.133310596,0.073659078
"Age[20,60)",0.1387538,0.112030799
"Age[20,60)",0.14265295,0.094762647
"Age[20,60)",0.145440151,0.097831795
"Age[20,60)",0.139923738,0.07830304
"Age[20,60)",0.157946803,0.108146855
"Age[20,60)",0.1627995,0.115214299
"Age[20,60)",0.143658062,0.089974538
"Age[20,60)",0.128212582,0.108155027
"Age[20,60)",0.120696195,0.084337637
"Age[20,60)",0.124807665,0.098363014
"Age[20,60)",0.149259505,0.100557557
"Age[20,60)",0.146852555,0.111247099
"Age[20,60)",0.150543448,0.111205457
"Age[20,60)",0.154977859,0.11822296
"Age[20,60)",0.155762363,0.10400247
"Age[20,60)",0.138643867,0.088300856
"Age[20,60)",0.101919899,0.07014692
"Age[20,60)",0.140409525,0.095115909
"Age[20,60)",0.153195537,0.134376918
"Age[20,60)",0.138201844,0.072206579
"Age[20,60)",0.139298728,0.097903293
"Age[20,60)",0.153152608,0.093530994
"Age[20,60)",0.156116703,0.110824486
"Age[20,60)",0.153493122,0.13231301
"Age[20,60)",0.127073098,0.074057497
"Age[20,60)",0.141141073,0.081994156
"Age[20,60)",0.101636605,0.05691842
"Age[20,60)",0.137839994,0.085606503
"Age[20,60)",0.151717536,0.100900313
"Age[20,60)",0.150560468,0.114352752
"Age[20,60)",0.142195948,0.099607222
"Age[20,60)",0.130369966,0.085975244
"Age[20,60)",0.158551449,0.093762652
"Age[20,60)",0.16163719,0.10440427
"Age[20,60)",0.137508272,0.084370171
"Age[20,60)",0.142070531,0.093602301
"Age[20,60)",0.153825795,0.110083353
"Age[20,60)",0.136161746,0.079309884
"Age[20,60)",0.159481962,0.114186941
"Age[20,60)",0.158762081,0.104664724
"Age[20,60)",0.151032601,0.103911733
"Age[20,60)",0.109910424,0.072148686
"Age[20,60)",0.151091569,0.080540091
"Age[20,60)",0.140637892,0.104036973
"Age[20,60)",0.139342195,0.09504752
"Age[20,60)",0.130401868,0.090311383
"Age[20,60)",0.14149105,0.095959322
"Age[20,60)",0.142031185,0.092757347
"Age[20,60)",0.131563564,0.092147009
"Age[20,60)",0.133602375,0.105333939
"Age[20,60)",0.12582006,0.08499556
"Age[20,60)",0.149399409,0.093847479
"Age[20,60)",0.147944505,0.121961419
"Age[20,60)",0.132980325,0.088136385
"Age[20,60)",0.135111571,0.084102412
"Age[20,60)",0.126811002,0.069956331
"Age[20,60)",0.127382446,0.090492701
"Age[20,60)",0.09919601,0.058712663
"Age[20,60)",0.117830116,0.071284472
"Age[20,60)",0.091695287,0.052928755
"Age[20,60)",0.125192504,0.087618135
"Age[20,60)",0.143227352,0.090487947
"Age[20,60)",0.112013065,0.06826185
"Age[20,60)",0.141180641,0.086082866
"Age[20,60)",0.104281013,0.091303642
"Age[20,60)",0.142868323,0.113353208
"Age[20,60)",0.14630143,0.095012386
"Age[20,60)",0.125974103,0.092327838
"Age[20,60)",0.151385134,0.114207098
"Age[20,60)",0.138232366,0.112410476
"Age[20,60)",0.152393863,0.099688718
"Age[20,60)",0.132769804,0.090937196
"Age[20,60)",0.156952129,0.097074445
"Age[20,60)",0.150032048,0.094057161
"Age[20,60)",0.123568289,0.089578329
"Age[20,60)",0.098318415,0.044725151
"Age[20,60)",0.134521476,0.106567529
"Age[20,60)",0.159968863,0.09815957
"Age[20,60)",0.10072362,0.074321012
"Age[20,60)",0.107267373,0.073879717
"Age[20,60)",0.153855421,0.103520563
"Age[20,60)",0.124008798,0.070991155
"Age[20,60)",0.135585302,0.10054771
"Age[20,60)",0.133763961,0.091639434
"Age[20,60)",0.113744617,0.076148338
"Age[20,60)",0.159911157,0.110453204
"Age[20,60)",0.126761852,0.094820181
"Age[20,60)",0.135792929,0.069491077
"Age[20,60)",0.102087255,0.058548631
"Age[20,60)",0.128699374,0.094738808
"Age[20,60)",0.121924056,0.094335853
"Age[20,60)",0.074507655,0.034734943
"Age[20,60)",0.148211882,0.114194112
"Age[20,60)",0.130287419,0.080643787
"Age[20,60)",0.140739486,0.077842828
"Age[20,60)",0.136358474,0.088171381
"Age[20,60)",0.15254215,0.104476892
"Age[20,60)",0.147555415,0.095067382
"Age[20,60)",0.147309791,0.131130807
"Age[20,60)",0.153530194,0.135656591
"Age[20,60)",0.14116791,0.097853705
"Age[20,60)",0.151542866,0.088614052
"Age[20,60)",0.154249827,0.094996896
"Age[20,60)",0.164449873,0.120752239
"Age[20,60)",0.143342685,0.110624852
"Age[20,60)",0.141259782,0.124783768
"Age[20,60)",0.134684072,0.061932666
"Age[20,60)",0.119672988,0.072185816
"Age[20,60)",0.153695896,0.097362805
"Age[20,60)",0.163732555,0.105263953
"Age[20,60)",0.172246634,0.11907944
"Age[20,60)",0.136249133,0.097910342
"Age[20,60)",0.143220496,0.120450061
"Age[20,60)",0.154699597,0.098155736
"Age[20,60)",0.157732681,0.077066354
"Age[20,60)",0.166990526,0.105759143
"Age[20,60)",0.122198102,0.076301016
"Age[20,60)",0.181531393,0.12646938
"Age[20,60)",0.144642172,0.081555756
"Age[20,60)",0.136794352,0.087386726
"Age[20,60)",0.138278969,0.090786895
"Age[20,60)",0.163184375,0.094408237
"Age[20,60)",0.134769562,0.091259968
"Age[20,60)",0.130647335,0.066906621
"Age[20,60)",0.124929288,0.085027882
"Age[20,60)",0.126298413,0.079483519
"Age[20,60)",0.145624631,0.114187896
"Age[20,60)",0.137987888,0.089597524
"Age[20,60)",0.115416272,0.082825389
"Age[20,60)",0.110886884,0.085265733
"Age[20,60)",0.132550336,0.092273743
"Age[20,60)",0.159700032,0.11481906
"Age[20,60)",0.13680437,0.086988811
"Age[20,60)",0.14871974,0.088056539
"Age[20,60)",0.141103157,0.105726567
"Age[20,60)",0.14510459,0.114549313
"Age[20,60)",0.156716055,0.111394098
"Age[20,60)",0.128182786,0.099649818
"Age[20,60)",0.140437081,0.083247614
"Age[20,60)",0.148543405,0.086369053
"Age[20,60)",0.134072286,0.089759164
"Age[20,60)",0.159436081,0.108022781
"Age[20,60)",0.14513306,0.0970621
"Age[20,60)",0.152683406,0.093977907
"Age[20,60)",0.124828609,0.072263194
"Age[20,60)",0.135217212,0.1125066
"Age[20,60)",0.137347491,0.11377077
"Age[20,60)",0.146412242,0.106501825
"Age[20,60)",0.132571323,0.095237004
"Age[20,60)",0.098818741,0.071046642
"Age[20,60)",0.146374503,0.12073723
"Age[20,60)",0.134073767,0.089699651
"Age[20,60)",0.118322545,0.08735561
"Age[20,60)",0.140685202,0.076382756
"Age[20,60)",0.121751667,0.07134204
"Age[20,60)",0.133816881,0.102058155
"Age[20,60)",0.122055686,0.088863105
"Age[20,60)",0.139713588,0.08321235
"Age[20,60)",0.153350797,0.079548397
"Age[20,60)",0.106351083,0.072368012
"Age[20,60)",0.138758331,0.083946822
"Age[20,60)",0.117048685,0.066037112
"Age[20,60)",0.13183944,0.117494524
"Age[20,60)",0.134873188,0.106745429
"Age[20,60)",0.134034811,0.099640183
"Age[20,60)",0.129810765,0.104559155
"Age[20,60)",0.148806633,0.122580904
"Age[20,60)",0.146152954,0.082817211
"Age[20,60)",0.143338734,0.094446599
"Age[20,60)",0.147542884,0.099494094
"Age[20,60)",0.078773862,0.061879329
"Age[20,60)",0.115392802,0.073990318
"Age[20,60)",0.130791204,0.125209955
"Age[20,60)",0.133248544,0.091295923
"Age[20,60)",0.137833069,0.128252508
"Age[20,60)",0.097875135,0.085608035
"Age[20,60)",0.135193896,0.092300029
"Age[20,60)",0.10859804,0.061332511
"Age[20,60)",0.142187279,0.120594688
"Age[20,60)",0.120653122,0.103851153
"Age[20,60)",0.113814265,0.075852143
"Age[20,60)",0.143243552,0.09548832
"Age[20,60)",0.162022344,0.109106257
"Age[20,60)",0.144243143,0.117364664
"Age[20,60)",0.144473608,0.093007552
"Age[20,60)",0.172112844,0.121103903
"Age[20,60)",0.140537389,0.092847283
"Age[20,60)",0.163228926,0.109051942
"Age[20,60)",0.148671113,0.091869328
"Age[20,60)",0.138213126,0.119688268
"Age[20,60)",0.133003245,0.064790308
"Age[20,60)",0.13494549,0.086447809
"Age[20,60)",0.106360245,0.100733806
"Age[20,60)",0.135289032,0.072585053
"Age[20,60)",0.115595817,0.071514979
"Age[20,60)",0.157324358,0.112068077
"Age[20,60)",0.121107403,0.076857794
"Age[20,60)",0.134742994,0.0698816
"Age[20,60)",0.143062842,0.096538063
"Age[20,60)",0.139883002,0.100321356
"Age[20,60)",0.13070389,0.087850616
"Age[20,60)",0.10367325,0.075960894
"Age[20,60)",0.13923916,0.103833034
"Age[20,60)",0.103546891,0.081040252
"Age[20,60)",0.085361811,0.046326116
"Age[20,60)",0.161635384,0.095804138
"Age[20,60)",0.117836441,0.080470504
"Age[20,60)",0.145969888,0.088871151
"Age[20,60)",0.129977002,0.101731309
"Age[20,60)",0.128174738,0.066172464
"Age[20,60)",0.148501679,0.096396682
"Age[20,60)",0.119489103,0.063667685
"Age[20,60)",0.145083926,0.093990825
"Age[20,60)",0.116032491,0.092430806
"Age[20,60)",0.145305537,0.091468672
"Age[20,60)",0.091392935,0.048956981
"Age[20,60)",0.122639027,0.081501236
"Age[20,60)",0.14300041,0.077939894
"Age[20,60)",0.140874502,0.125428791
"Age[20,60)",0.133315523,0.076433762
"Age[20,60)",0.155135086,0.125926288
"Age[20,60)",0.148868532,0.092530659
"Age[20,60)",0.134876362,0.082778957
"Age[20,60)",0.155513952,0.10419045
"Age[20,60)",0.13341557,0.073313386
"Age[20,60)",0.147059271,0.096590701
"Age[20,60)",0.160842811,0.092522334
"Age[20,60)",0.161167005,0.123093542
"Age[20,60)",0.145646901,0.10984308
"Age[20,60)",0.12888333,0.070845218
"Age[20,60)",0.161753425,0.097158097
"Age[20,60)",0.147963597,0.108057835
"Age[20,60)",0.12922264,0.075582195
"Age[20,60)",0.148670324,0.094277789
"Age[20,60)",0.098045231,0.064317713
"Age[20,60)",0.133215665,0.096816929
"Age[20,60)",0.131912132,0.110521733
"Age[20,60)",0.142983651,0.09140365
"Age[20,60)",0.16960393,0.113279924
"Age[20,60)",0.146941322,0.087620946
"Age[20,60)",0.115693276,0.085927401
"Age[20,60)",0.160397708,0.107248913
"Age[20,60)",0.153914062,0.101756861
"Age[20,60)",0.110147609,0.098268521
"Age[20,60)",0.124907455,0.087071868
"Age[20,60)",0.181271601,0.156560116
"Age[20,60)",0.139792349,0.105814954
"Age[20,60)",0.135809065,0.080788088
"Age[20,60)",0.088238179,0.040812072
"Age[20,60)",0.157510351,0.089885285
"Age[20,60)",0.133112855,0.096798096
"Age[20,60)",0.131902633,0.103707677
"Age[20,60)",0.143686365,0.089120387
"Age[20,60)",0.127411101,0.096310005
"Age[20,60)",0.161754733,0.13002548
"Age[20,60)",0.150623752,0.086658561
"Age[20,60)",0.137853735,0.07084758
"Age[20,60)",0.139843451,0.068331103
"Age[20,60)",0.119841092,0.075958673
"Age[20,60)",0.160572808,0.081673104
"Age[20,60)",0.125532839,0.071664623
"Age[20,60)",0.150498419,0.100173642
"Age[20,60)",0.146116337,0.100501009
"Age[20,60)",0.108082122,0.088589317
"Age[20,60)",0.124275802,0.062875678
"Age[20,60)",0.135792733,0.103422653
"Age[20,60)",0.131362452,0.101258935
"Age[20,60)",0.1420698,0.08278792
"Age[20,60)",0.15170439,0.095499107
"Age[20,60)",0.138832991,0.087477237
"Age[20,60)",0.167962427,0.111850752
"Age[20,60)",0.123735812,0.085058642
"Age[20,60)",0.154139225,0.100453678
"Age[20,60)",0.152501287,0.097744488
"Age[20,60)",0.102223131,0.045130432
"Age[20,60)",0.141603802,0.091716903
"Age[20,60)",0.128355002,0.073063742
"Age[20,60)",0.129942957,0.077665277
"Age[20,60)",0.137192731,0.104463157
"Age[20,60)",0.153688947,0.100370928
"Age[20,60)",0.103942047,0.078889
"Age[20,60)",0.126193537,0.071762464
"Age[20,60)",0.143232885,0.096009912
"Age[20,60)",0.149111155,0.107544475
"Age[20,60)",0.14999427,0.085400772
"Age[20,60)",0.146751132,0.098140797
"Age[20,60)",0.122707058,0.057968892
"Age[20,60)",0.142528478,0.093280686
"Age[20,60)",0.137056339,0.094516888
"Age[20,60)",0.143656285,0.100529582
"Age[20,60)",0.146099276,0.10097925
"Age[20,60)",0.142616179,0.111455573
"Age[20,60)",0.148399536,0.110255167
"Age[20,60)",0.16332827,0.079678475
"Age[20,60)",0.154717955,0.10310689
"Age[20,60)",0.138793887,0.095318098
"Age[20,60)",0.143836338,0.114774274
"Age[20,60)",0.141424021,0.095397718
"Age[20,60)",0.136711479,0.096283777
"Age[20,60)",0.140169301,0.105540042
"Age[20,60)",0.133526679,0.092807831
"Age[20,60)",0.136175777,0.114869332
"Age[20,60)",0.147520179,0.091761025
"Age[20,60)",0.150153832,0.113711923
"Age[20,60)",0.141780229,0.070719584
"Age[20,60)",0.130377592,0.098381095
"Age[20,60)",0.085826107,0.063131154
"Age[20,60)",0.141566379,0.088471985
"Age[20,60)",0.141267172,0.086044951
"Age[20,60)",0.13762049,0.106084665
"Age[20,60)",0.136169,0.088669335
"Age[20,60)",0.093406431,0.030050077
"Age[20,60)",0.121177368,0.081487581
"Age[20,60)",0.123879297,0.076697066
"Age[20,60)",0.141456048,0.102799444
"Age[20,60)",0.131743551,0.075439906
"Age[20,60)",0.11605714,0.063734456
"Age[20,60)",0.131909065,0.111376379
"Age[20,60)",0.144198729,0.101453524
"Age[20,60)",0.10791341,0.059166684
"Age[20,60)",0.15582406,0.093939627
"Age[20,60)",0.141807143,0.098459923
"Age[20,60)",0.13386332,0.080061368
"Age[20,60)",0.132587495,0.086242089
"Age[20,60)",0.165018247,0.085608481
"Age[20,60)",0.145044054,0.116822743
"Age[20,60)",0.14651179,0.06079519
"Age[20,60)",0.128942873,0.092511343
"Age[20,60)",0.131456162,0.111654406
"Age[20,60)",0.170402228,0.127139635
"Age[20,60)",0.128271263,0.09191352
"Age[20,60)",0.160104693,0.102180589
"Age[20,60)",0.149135408,0.108429827
"Age[20,60)",0.156517732,0.111326696
"Age[20,60)",0.124719815,0.054946938
"Age[20,60)",0.152662621,0.113157712
"Age[20,60)",0.133657777,0.095867939
"Age[20,60)",0.15397791,0.109706586
"Age[20,60)",0.154502686,0.104423388
"Age[20,60)",0.138075681,0.082486684
"Age[20,60)",0.142294888,0.085463246
"Age[20,60)",0.113200011,0.074284666
"Age[20,60)",0.09794447,0.057961367
"Age[20,60)",0.157175848,0.109290824
"Age[20,60)",0.138998692,0.075433956
"Age[20,60)",0.137752971,0.102776189
"Age[20,60)",0.12921223,0.099759558
"Age[20,60)",0.144339181,0.082220608
"Age[20,60)",0.118093861,0.096322352
"Age[20,60)",0.102603902,0.094314903
"Age[20,60)",0.152067883,0.128889523
"Age[20,60)",0.144871939,0.098675915
"Age[20,60)",0.130105155,0.083246317
"Age[20,60)",0.150052461,0.112320677
"Age[20,60)",0.15227374,0.090768972
"Age[20,60)",0.101956743,0.068882113
"Age[20,60)",0.13625028,0.105900049
"Age[20,60)",0.124345356,0.089750218
"Age[20,60)",0.132389254,0.073576151
"Age[20,60)",0.157474991,0.08778101
"Age[20,60)",0.141827514,0.129004352
"Age[20,60)",0.152216818,0.10030967
"Age[20,60)",0.166534186,0.118510225
"Age[20,60)",0.131295542,0.082715038
"Age[20,60)",0.125761158,0.11087235
"Age[20,60)",0.163140621,0.089099217
"Age[20,60)",0.149921535,0.095389492
"Age[20,60)",0.125315749,0.081886425
"Age[20,60)",0.124509109,0.065375918
"Age[20,60)",0.143762092,0.10824343
"Age[20,60)",0.128445525,0.085284687
"Age[20,60)",0.149407989,0.121112675
"Age[20,60)",0.082624902,0.048917135
"Age[20,60)",0.130927164,0.070054011
"Age[20,60)",0.136915749,0.09663302
"Age[20,60)",0.141040503,0.082972645
"Age[20,60)",0.128155432,0.09295964
"Age[20,60)",0.142994182,0.103346914
"Age[20,60)",0.13740917,0.082837509
"Age[20,60)",0.151483613,0.096218203
"Age[20,60)",0.130389232,0.082916956
"Age[20,60)",0.130055372,0.075404926
"Age[20,60)",0.137335918,0.091098218
"Age[20,60)",0.151329807,0.11705796
"Age[20,60)",0.15700353,0.08931732
"Age[20,60)",0.153972587,0.098724847
"Age[20,60)",0.143620035,0.130705227
"Age[20,60)",0.147877024,0.110968773
"Age[20,60)",0.135320121,0.086133044
"Age[20,60)",0.155104989,0.118639507
"Age[20,60)",0.113676084,0.102571642
"Age[20,60)",0.137424947,0.104784194
"Age[20,60)",0.143102096,0.113490328
"Age[20,60)",0.154273751,0.119221185
"Age[20,60)",0.152702765,0.09381915
"Age[20,60)",0.134202623,0.091028506
"Age[20,60)",0.137760509,0.092563128
"Age[20,60)",0.133881921,0.090571534
"Age[20,60)",0.148630039,0.091877221
"Age[20,60)",0.138150758,0.104511895
"Age[20,60)",0.141730831,0.099457699
"Age[20,60)",0.118720619,0.08393732
"Age[20,60)",0.157968518,0.106163348
"Age[20,60)",0.130960853,0.080503759
"Age[20,60)",0.125793468,0.065118343
"Age[20,60)",0.139229467,0.107430496
"Age[20,60)",0.11067372,0.04250633
"Age[20,60)",0.145781848,0.098802153
"Age[20,60)",0.141347668,0.090874043
"Age[20,60)",0.147642913,0.091187524
"Age[20,60)",0.136430812,0.125010213
"Age[20,60)",0.140274646,0.09627153
"Age[20,60)",0.122268131,0.067776393
"Age[20,60)",0.154587439,0.093312797
"Age[20,60)",0.135529628,0.068335751
"Age[20,60)",0.158734732,0.102745087
"Age[20,60)",0.150666303,0.094464912
"Age[20,60)",0.116483849,0.076227735
"Age[20,60)",0.141925462,0.074650082
"Age[20,60)",0.127445001,0.088750919
"Age[20,60)",0.115481852,0.077418955
"Age[20,60)",0.155051327,0.09057601
"Age[20,60)",0.131241861,0.114827953
"Age[20,60)",0.132258349,0.095727777
"Age[20,60)",0.134576874,0.068290684
"Age[20,60)",0.133306465,0.10311707
"Age[20,60)",0.148693932,0.106103341
"Age[20,60)",0.152087341,0.093916495
"Age[20,60)",0.139845045,0.087382899
"Age[20,60)",0.123454085,0.088994262
"Age[20,60)",0.132707943,0.109503872
"Age[20,60)",0.149870182,0.100081071
"Age[20,60)",0.123545121,0.081528784
"Age[20,60)",0.093920529,0.05671163
"Age[20,60)",0.149537579,0.109717947
"Age[20,60)",0.104163409,0.067500158
"Age[20,60)",0.090370461,0.065883012
"Age[20,60)",0.144183892,0.09658571
"Age[20,60)",0.158727936,0.104363029
"Age[20,60)",0.145408828,0.104508885
"Age[20,60)",0.116793576,0.082613307
"Age[20,60)",0.143030614,0.116987838
"Age[20,60)",0.08655189,0.039280347
"Age[20,60)",0.118821646,0.091563519
"Age[20,60)",0.152536866,0.098472036
"Age[20,60)",0.137841517,0.107533281
"Age[20,60)",0.110029728,0.082697035
"Age[20,60)",0.158149716,0.102642486
"Age[20,60)",0.112781346,0.090460738
"Age[20,60)",0.146260362,0.080362928
"Age[20,60)",0.127377062,0.060500964
"Age[20,60)",0.136405586,0.078305655
"Age[20,60)",0.161748567,0.113616488
"Age[20,60)",0.141714825,0.113485765
"Age[20,60)",0.144729174,0.086151545
"Age[20,60)",0.125171006,0.074772763
"Age[20,60)",0.104810764,0.077403482
"Age[20,60)",0.10915553,0.078397326
"Age[20,60)",0.138910959,0.100739346
"Age[20,60)",0.149616386,0.125590267
"Age[20,60)",0.139858674,0.094370287
"Age[20,60)",0.101604875,0.062121788
"Age[20,60)",0.145878881,0.111322716
"Age[20,60)",0.078094141,0.042871947
"Age[20,60)",0.137882066,0.103454906
"Age[20,60)",0.157307386,0.098574492
"Age[20,60)",0.097037557,0.052700469
"Age[20,60)",0.142148391,0.102741458
"Age[20,60)",0.141663599,0.093370973
"Age[20,60)",0.09997618,0.071538024
"Age[20,60)",0.153483825,0.093839126
"Age[20,60)",0.108412716,0.07692604
