AgeGroup,Differentiation,Stemness
"Age[20,60)",0.0852708,0.046752479
"Age[20,60)",0.078474097,0.060182884
"Age[20,60)",0.10046469,0.070267466
"Age[20,60)",0.089161686,0.074274063
"Age[20,60)",0.076165109,0.073890639
"Age[20,60)",0.081116219,0.080005937
"Age[20,60)",0.095678323,0.053838742
"Age[20,60)",0.088210177,0.071778937
"Age[20,60)",0.092682082,0.089881561
"Age[20,60)",0.056952089,0.044583452
"Age[20,60)",0.082885643,0.067816993
"Age[20,60)",0.091277217,0.094271212
"Age[20,60)",0.085700204,0.079855854
"Age[20,60)",0.078445517,0.06230049
"Age[20,60)",0.095564112,0.076738089
"Age[20,60)",0.062976718,0.041988982
"Age[20,60)",0.056853973,0.051389021
"Age[20,60)",0.061288908,0.05742386
"Age[20,60)",0.081426812,0.064846461
"Age[20,60)",0.078792897,0.074492078
"Age[20,60)",0.075067616,0.059257007
"Age[20,60)",0.070322674,0.058274888
"Age[20,60)",0.089884173,0.104200982
"Age[20,60)",0.059718859,0.028975048
"Age[20,60)",0.075943728,0.065120835
"Age[20,60)",0.079729389,0.0962676
"Age[20,60)",0.068486761,0.075051254
"Age[20,60)",0.078217739,0.065277116
"Age[20,60)",0.070609605,0.072856912
"Age[20,60)",0.069516125,0.089406277
"Age[20,60)",0.080037317,0.051614434
"Age[20,60)",0.071739513,0.027843564
"Age[20,60)",0.083043032,0.064240216
"Age[20,60)",0.064565082,0.069842883
"Age[20,60)",0.070273618,0.052355824
"Age[20,60)",0.083386379,0.084106047
"Age[20,60)",0.097599518,0.087381648
"Age[20,60)",0.105200061,0.070908536
"Age[20,60)",0.087737152,0.073547201
"Age[20,60)",0.060960883,0.094483485
"Age[20,60)",0.089622221,0.074757277
"Age[20,60)",0.080542173,0.055847249
"Age[20,60)",0.084817995,0.06345183
"Age[20,60)",0.078317833,0.085896669
"Age[20,60)",0.083533068,0.077308955
"Age[20,60)",0.087034841,0.055897996
"Age[20,60)",0.055194401,0.05661989
"Age[20,60)",0.078674218,0.07842828
"Age[20,60)",0.100038109,0.073507809
"Age[20,60)",0.080060367,0.087329419
"Age[20,60)",0.074949396,0.061374723
"Age[20,60)",0.079785111,0.053450902
"Age[20,60)",0.088708601,0.078429897
"Age[20,60)",0.101048919,0.081154328
"Age[20,60)",0.073264217,0.046103505
"Age[20,60)",0.060273291,0.04594775
"Age[20,60)",0.082784888,0.086364389
"Age[20,60)",0.066812289,0.036352146
"Age[20,60)",0.087724778,0.071600808
"Age[20,60)",0.072682417,0.094714924
"Age[20,60)",0.067028939,0.044129384
"Age[20,60)",0.059507601,0.060404539
"Age[20,60)",0.079649966,0.066676846
"Age[20,60)",0.076612073,0.052634704
"Age[20,60)",0.074791769,0.062208839
"Age[20,60)",0.090146452,0.078192572
"Age[20,60)",0.068280771,0.056796991
"Age[20,60)",0.097932836,0.07518619
"Age[20,60)",0.079317855,0.052141841
"Age[20,60)",0.054990114,0.023916016
"Age[20,60)",0.088036848,0.071415845
"Age[20,60)",0.06164665,0.087675684
"Age[20,60)",0.063446035,0.024445387
"Age[20,60)",0.085430943,0.095420398
"Age[20,60)",0.091683586,0.070416767
"Age[20,60)",0.078406069,0.059166615
"Age[20,60)",0.048697998,0.057845501
"Age[20,60)",0.079838468,0.051134541
"Age[20,60)",0.090569042,0.06171334
"Age[20,60)",0.068245889,0.042153795
"Age[20,60)",0.063003205,0.080430287
"Age[20,60)",0.070507916,0.047445329
"Age[20,60)",0.087153579,0.079428326
"Age[20,60)",0.085019651,0.057573162
"Age[20,60)",0.094602195,0.074465984
"Age[20,60)",0.076661224,0.101623097
"Age[20,60)",0.068127864,0.043611976
"Age[20,60)",0.070087984,0.078673045
"Age[20,60)",0.082284394,0.068921175
"Age[20,60)",0.079428745,0.072145778
"Age[20,60)",0.098188764,0.059956033
"Age[20,60)",0.077836862,0.063631956
"Age[20,60)",0.096060264,0.108381209
"Age[20,60)",0.050206883,0.078269372
"Age[20,60)",0.063284037,0.046613323
"Age[20,60)",0.107747139,0.06718975
"Age[20,60)",0.098730098,0.069225342
"Age[20,60)",0.078574241,0.077923108
"Age[20,60)",0.064299614,0.06084185
"Age[20,60)",0.085452719,0.072147713
"Age[20,60)",0.08108926,0.076923946
"Age[20,60)",0.104201785,0.06532982
"Age[20,60)",0.086275316,0.06029329
"Age[20,60)",0.086799053,0.065397396
"Age[20,60)",0.072353254,0.046972265
"Age[20,60)",0.073934316,0.049005785
"Age[20,60)",0.10140937,0.06216873
"Age[20,60)",0.084430439,0.066815173
"Age[20,60)",0.070682613,0.051330197
"Age[20,60)",0.07932804,0.054930322
"Age[20,60)",0.069006453,0.06675554
"Age[20,60)",0.085293329,0.065461257
"Age[20,60)",0.075465797,0.054831706
"Age[20,60)",0.074078643,0.062761444
"Age[20,60)",0.102644888,0.077365997
"Age[20,60)",0.086657585,0.0540196
"Age[20,60)",0.074123117,0.075763561
"Age[20,60)",0.069515079,0.045670293
"Age[20,60)",0.082104871,0.045956196
"Age[20,60)",0.074718384,0.029649123
"Age[20,60)",0.078093386,0.101277118
"Age[20,60)",0.091178968,0.058486045
"Age[20,60)",0.09030976,0.054960235
"Age[20,60)",0.085373037,0.074844557
"Age[20,60)",0.064533383,0.046813419
"Age[20,60)",0.098871124,0.067482229
"Age[20,60)",0.078806321,0.058792232
"Age[20,60)",0.076714886,0.043040949
"Age[20,60)",0.066290639,0.05292638
"Age[20,60)",0.102977233,0.054765836
"Age[20,60)",0.069792595,0.054510963
"Age[20,60)",0.085640245,0.076899263
"Age[20,60)",0.066526314,0.071778684
"Age[20,60)",0.091336233,0.112568423
"Age[20,60)",0.075108241,0.054150753
"Age[20,60)",0.080758102,0.072402656
"Age[20,60)",0.087154549,0.066394593
"Age[20,60)",0.097023274,0.063823417
"Age[20,60)",0.077292705,0.061902312
"Age[20,60)",0.085456517,0.038798211
"Age[20,60)",0.076908978,0.089342064
"Age[20,60)",0.081444543,0.055653838
"Age[20,60)",0.095706378,0.117263251
"Age[20,60)",0.071240679,0.064551029
"Age[20,60)",0.071643701,0.055539138
"Age[20,60)",0.07061474,0.06079664
"Age[20,60)",0.073092623,0.093284217
"Age[20,60)",0.073235853,0.022012171
"Age[20,60)",0.067200481,0.043332332
"Age[20,60)",0.060187916,0.047172907
"Age[20,60)",0.073984583,0.05292426
"Age[20,60)",0.080651062,0.055385334
"Age[20,60)",0.080950864,0.0924767
"Age[20,60)",0.088358838,0.09175882
"Age[20,60)",0.080992369,0.04225878
"Age[20,60)",0.104311585,0.073515721
"Age[20,60)",0.077905775,0.023453716
"Age[20,60)",0.064828913,0.083551824
"Age[20,60)",0.057109064,0.055946145
"Age[20,60)",0.064783622,0.057748239
"Age[20,60)",0.064514442,0.05167877
"Age[20,60)",0.072728177,0.051447242
"Age[20,60)",0.08824311,0.077283204
"Age[20,60)",0.073738737,0.065331806
"Age[20,60)",0.077006253,0.062746793
"Age[20,60)",0.093273725,0.082398421
"Age[20,60)",0.095872352,0.063546383
"Age[20,60)",0.053987622,0.027472119
"Age[20,60)",0.094090273,0.096219105
"Age[20,60)",0.083579879,0.079139336
"Age[20,60)",0.056403868,0.078966735
"Age[20,60)",0.086207942,0.051555784
"Age[20,60)",0.079994188,0.047850792
"Age[20,60)",0.07666764,0.048142061
"Age[20,60)",0.093809194,0.074016498
"Age[20,60)",0.079194981,0.100375973
"Age[20,60)",0.076275423,0.071059305
"Age[20,60)",0.086052867,0.062369733
"Age[20,60)",0.097597398,0.050416972
"Age[20,60)",0.07343714,0.063594093
"Age[20,60)",0.08822065,0.061429074
"Age[20,60)",0.049301617,0.042455714
"Age[20,60)",0.059580206,0.068885048
"Age[20,60)",0.084547781,0.077505856
"Age[20,60)",0.068367793,0.072812554
"Age[20,60)",0.084464496,0.061865046
"Age[20,60)",0.079758514,0.056811433
"Age[20,60)",0.093462617,0.067430173
"Age[20,60)",0.086957918,0.080355932
"Age[20,60)",0.110993849,0.090640265
"Age[20,60)",0.067847933,0.048190668
"Age[20,60)",0.081735052,0.073133552
"Age[20,60)",0.078161776,0.050028712
"Age[20,60)",0.076086177,0.048142188
"Age[20,60)",0.082899861,0.063430476
"Age[20,60)",0.07927285,0.072153177
"Age[20,60)",0.074462151,0.063667753
"Age[20,60)",0.079831465,0.067279449
"Age[20,60)",0.093681527,0.100825296
"Age[20,60)",0.083883898,0.072957393
"Age[20,60)",0.077189147,0.097539729
"Age[20,60)",0.066315483,0.055604
"Age[20,60)",0.052607297,0.056593252
"Age[20,60)",0.097603312,0.044603344
"Age[20,60)",0.082820054,0.080115087
"Age[20,60)",0.071340576,0.053240652
"Age[20,60)",0.06413826,0.055980122
"Age[20,60)",0.087744845,0.039649656
"Age[20,60)",0.080253092,0.053527382
"Age[20,60)",0.073804092,0.067809209
"Age[20,60)",0.074614612,0.049217217
"Age[20,60)",0.066924934,0.062895334
"Age[20,60)",0.095738459,0.10483536
"Age[20,60)",0.062760312,0.02098557
"Age[20,60)",0.064140309,0.090532525
"Age[20,60)",0.073739965,0.039454804
"Age[20,60)",0.053672295,0.056943399
"Age[20,60)",0.080658138,0.054795763
"Age[20,60)",0.076509872,0.055419671
"Age[20,60)",0.079336824,0.09271596
"Age[20,60)",0.080136915,0.093622769
"Age[20,60)",0.082364595,0.081148039
"Age[20,60)",0.074139158,0.026319973
"Age[20,60)",0.069808649,0.059360462
"Age[20,60)",0.081399602,0.067687101
"Age[20,60)",0.063009704,0.056833273
"Age[20,60)",0.082610012,0.069308355
"Age[20,60)",0.074591491,0.065999342
"Age[20,60)",0.070886075,0.061588865
"Age[20,60)",0.054447585,0.048470178
"Age[20,60)",0.088320734,0.060761411
"Age[20,60)",0.076157721,0.068118732
"Age[20,60)",0.063911965,0.032336555
"Age[20,60)",0.081962326,0.068672747
"Age[20,60)",0.072049008,0.090327524
"Age[20,60)",0.081492928,0.077529712
"Age[20,60)",0.070100225,0.086423527
"Age[20,60)",0.09291102,0.08977571
"Age[20,60)",0.079925607,0.089942273
"Age[20,60)",0.050855736,0.047550737
"Age[20,60)",0.0799009,0.089731495
"Age[20,60)",0.07696979,0.057979914
"Age[20,60)",0.047880689,0.076800829
"Age[20,60)",0.072035708,0.071221686
"Age[20,60)",0.051960265,0.04925417
"Age[20,60)",0.093267762,0.083414144
"Age[20,60)",0.044822895,0.047374529
"Age[20,60)",0.06550799,0.042267011
"Age[20,60)",0.083154226,0.037493225
"Age[20,60)",0.072150218,0.044886939
"Age[20,60)",0.09650846,0.071604467
"Age[20,60)",0.077205151,0.056409591
"Age[20,60)",0.08332759,0.072952323
"Age[20,60)",0.072640065,0.064962098
"Age[20,60)",0.039361701,0.035798248
"Age[20,60)",0.074512845,0.087599392
"Age[20,60)",0.065590623,0.043886386
"Age[20,60)",0.069533973,0.098106096
"Age[20,60)",0.088752234,0.095711625
"Age[20,60)",0.049802813,0.073225015
"Age[20,60)",0.084898207,0.068486582
"Age[20,60)",0.066250211,0.05322697
"Age[20,60)",0.078744105,0.065295524
"Age[20,60)",0.082278236,0.07241858
"Age[20,60)",0.083834937,0.078947275
"Age[20,60)",0.075220201,0.100303725
"Age[20,60)",0.08549818,0.093981102
"Age[20,60)",0.069635569,0.047422113
"Age[20,60)",0.099823778,0.092713571
"Age[20,60)",0.072530124,0.075742824
"Age[20,60)",0.078954229,0.066708539
"Age[20,60)",0.071359741,0.044666145
"Age[20,60)",0.100756566,0.062735109
"Age[20,60)",0.073254366,0.069559481
"Age[20,60)",0.075963785,0.054088719
"Age[20,60)",0.089366731,0.08482201
"Age[20,60)",0.079910507,0.067260745
"Age[20,60)",0.088728201,0.071440608
"Age[20,60)",0.075300722,0.064115597
"Age[20,60)",0.059689708,0.039529757
"Age[20,60)",0.087357722,0.100002228
"Age[20,60)",0.037344116,0.057205328
"Age[20,60)",0.094553339,0.077635353
"Age[20,60)",0.064477677,0.071402087
"Age[20,60)",0.076277453,0.044995655
"Age[20,60)",0.079846515,0.048341353
"Age[20,60)",0.066188794,0.070942857
"Age[20,60)",0.069398817,0.065740026
"Age[20,60)",0.064968049,0.032905665
"Age[20,60)",0.066614379,0.06385546
"Age[20,60)",0.061968723,0.042818773
"Age[20,60)",0.075541124,0.042367081
"Age[20,60)",0.098271683,0.062914855
"Age[20,60)",0.087755392,0.039392248
"Age[20,60)",0.085612435,0.069693904
"Age[20,60)",0.076578064,0.060303532
"Age[20,60)",0.067572152,0.065245165
"Age[20,60)",0.069648397,0.068008875
"Age[20,60)",0.088700034,0.078502753
"Age[20,60)",0.067008904,0.064720909
"Age[20,60)",0.079498159,0.044802903
"Age[20,60)",0.073432457,0.069364561
"Age[20,60)",0.085125829,0.048409838
"Age[20,60)",0.080187209,0.08166791
"Age[20,60)",0.087947042,0.055706178
"Age[20,60)",0.069581404,0.055687924
"Age[20,60)",0.062656714,0.066666571
"Age[20,60)",0.085307412,0.091632158
"Age[20,60)",0.060116925,0.070381615
"Age[20,60)",0.061239407,0.034315931
"Age[20,60)",0.053630953,0.043685296
"Age[20,60)",0.06373344,0.044895884
"Age[20,60)",0.086430072,0.070434197
"Age[20,60)",0.073878902,0.068479934
"Age[20,60)",0.085363779,0.060544368
"Age[20,60)",0.066185145,0.054063463
"Age[20,60)",0.07112352,0.088789467
"Age[20,60)",0.061423545,0.039548135
"Age[20,60)",0.07606703,0.091041152
"Age[20,60)",0.086813847,0.064622924
"Age[20,60)",0.08088705,0.046804713
"Age[20,60)",0.108842335,0.078328886
"Age[20,60)",0.076047519,0.066628916
"Age[20,60)",0.073573479,0.043891923
"Age[20,60)",0.082997184,0.065196663
"Age[20,60)",0.077694118,0.08515337
"Age[20,60)",0.082055153,0.07092896
"Age[20,60)",0.102571896,0.108145599
"Age[20,60)",0.06598137,0.047509092
"Age[20,60)",0.058319899,0.038728418
"Age[20,60)",0.061250549,0.042379464
"Age[20,60)",0.086775185,0.060805084
"Age[20,60)",0.067138797,0.051331718
"Age[20,60)",0.070837047,0.063660461
"Age[20,60)",0.045896857,0.039362969
"Age[20,60)",0.085247399,0.074435431
"Age[20,60)",0.069846269,0.069156179
"Age[20,60)",0.070512472,0.047024371
"Age[20,60)",0.095144247,0.057728973
"Age[20,60)",0.05599199,0.057963213
"Age[20,60)",0.089472817,0.085218317
"Age[20,60)",0.085664261,0.046778002
"Age[20,60)",0.095693245,0.085270494
"Age[20,60)",0.05362212,0.067069529
"Age[20,60)",0.074863887,0.071844846
"Age[20,60)",0.086271004,0.073424137
"Age[20,60)",0.086901339,0.093688267
"Age[20,60)",0.095847439,0.063990686
"Age[20,60)",0.082119509,0.073766581
"Age[20,60)",0.090497726,0.068012951
"Age[20,60)",0.091981457,0.045866606
"Age[20,60)",0.081782445,0.041096063
"Age[20,60)",0.063124098,0.064056569
"Age[20,60)",0.060400913,0.059337948
"Age[20,60)",0.080268979,0.075300444
"Age[20,60)",0.099880819,0.092704962
"Age[20,60)",0.087358876,0.103618008
"Age[20,60)",0.070856626,0.091812293
"Age[20,60)",0.082959546,0.077745166
"Age[20,60)",0.065661086,0.04166439
"Age[20,60)",0.078831708,0.06506899
"Age[20,60)",0.086574783,0.086649013
"Age[20,60)",0.06336662,0.055937523
"Age[20,60)",0.077424088,0.080676812
"Age[20,60)",0.050715307,0.050900579
"Age[20,60)",0.071032404,0.0721608
"Age[20,60)",0.080500611,0.068284928
"Age[20,60)",0.078423357,0.037558561
"Age[20,60)",0.069809748,0.069906899
"Age[20,60)",0.100930324,0.07316151
"Age[20,60)",0.103993582,0.051145179
"Age[20,60)",0.060257311,0.060243024
"Age[20,60)",0.067210212,0.043309258
"Age[20,60)",0.073390869,0.084094815
"Age[20,60)",0.071077166,0.060544702
"Age[20,60)",0.08138533,0.081876747
"Age[20,60)",0.067021972,0.056395384
"Age[20,60)",0.071997251,0.056224793
"Age[20,60)",0.069934054,0.048168219
"Age[20,60)",0.073084238,0.061309555
"Age[20,60)",0.080452624,0.067917253
"Age[20,60)",0.085811341,0.084414947
"Age[20,60)",0.05750468,0.04902661
"Age[20,60)",0.072899615,0.066987465
"Age[20,60)",0.056212106,0.062779139
"Age[20,60)",0.084671438,0.082340944
"Age[20,60)",0.068739509,0.068795138
"Age[20,60)",0.086096756,0.045269753
"Age[20,60)",0.065128825,0.065398462
"Age[20,60)",0.085378888,0.086798553
"Age[20,60)",0.0766147,0.04006328
"Age[20,60)",0.06466686,0.091079501
"Age[20,60)",0.088702521,0.071585102
"Age[20,60)",0.090124454,0.071126308
"Age[20,60)",0.078880117,0.090888216
"Age[20,60)",0.101614311,0.056525682
"Age[20,60)",0.082468877,0.054693489
"Age[20,60)",0.09429429,0.080877989
"Age[20,60)",0.089817952,0.06823376
"Age[20,60)",0.102473852,0.071420042
"Age[20,60)",0.088428916,0.071253282
"Age[20,60)",0.08965319,0.057570941
"Age[20,60)",0.073058959,0.068389338
"Age[20,60)",0.091570144,0.058422835
"Age[20,60)",0.065551335,0.074280868
"Age[20,60)",0.073587487,0.080705938
"Age[20,60)",0.073008239,0.052184372
"Age[20,60)",0.079528858,0.077226605
"Age[20,60)",0.06031394,0.042132018
"Age[20,60)",0.079920463,0.070587024
"Age[20,60)",0.073667277,0.078003785
"Age[20,60)",0.099232435,0.094811052
"Age[20,60)",0.07122097,0.071170142
"Age[20,60)",0.067196385,0.068670438
"Age[20,60)",0.089495973,0.043393318
"Age[20,60)",0.064007831,0.07706837
"Age[20,60)",0.090295546,0.09042125
"Age[20,60)",0.090318388,0.059309627
"Age[20,60)",0.087398209,0.077383547
"Age[20,60)",0.070738497,0.036369455
"Age[20,60)",0.077463034,0.055481644
"Age[20,60)",0.086330551,0.05812313
"Age[20,60)",0.076814207,0.062881161
"Age[20,60)",0.071214105,0.057524205
"Age[20,60)",0.061146607,0.038518535
"Age[20,60)",0.068302861,0.069720881
"Age[20,60)",0.089775379,0.088724784
"Age[20,60)",0.058656925,0.055079516
"Age[20,60)",0.076091376,0.028847985
"Age[20,60)",0.079756563,0.049050464
"Age[20,60)",0.06745202,0.057244442
"Age[20,60)",0.080726068,0.057547798
"Age[20,60)",0.083249704,0.077412879
"Age[20,60)",0.069406039,0.068665841
"Age[20,60)",0.086735324,0.073431308
"Age[20,60)",0.08244747,0.093368844
"Age[20,60)",0.088763473,0.053194472
"Age[20,60)",0.081832208,0.071623307
"Age[20,60)",0.07448142,0.063416666
"Age[20,60)",0.067521161,0.043219872
"Age[20,60)",0.075746648,0.039777914
"Age[20,60)",0.062200455,0.040769749
"Age[20,60)",0.098306592,0.059024477
"Age[20,60)",0.073996242,0.055610396
"Age[20,60)",0.069081144,0.066541446
"Age[20,60)",0.095511444,0.060140338
"Age[20,60)",0.065707758,0.048124647
"Age[20,60)",0.083083314,0.058837954
"Age[20,60)",0.090343568,0.051049914
"Age[20,60)",0.080934676,0.085928283
"Age[20,60)",0.074037128,0.072563242
"Age[20,60)",0.090300946,0.087013159
"Age[20,60)",0.088611898,0.055156453
"Age[20,60)",0.083446077,0.055131121
"Age[20,60)",0.06431383,0.070730609
"Age[20,60)",0.096768917,0.094800941
"Age[20,60)",0.074397281,0.042670615
"Age[20,60)",0.092369228,0.079411625
"Age[20,60)",0.075192461,0.089384335
"Age[20,60)",0.085081788,0.066976706
"Age[20,60)",0.082127894,0.070304464
"Age[20,60)",0.078574449,0.064449832
"Age[20,60)",0.066598911,0.062571054
"Age[20,60)",0.071429909,0.047988725
"Age[20,60)",0.076688199,0.061570253
"Age[20,60)",0.076834208,0.058255135
"Age[20,60)",0.06885247,0.060268978
"Age[20,60)",0.074844722,0.068311614
"Age[20,60)",0.110804493,0.072607377
"Age[20,60)",0.073590531,0.086582932
"Age[20,60)",0.088312732,0.063417338
"Age[20,60)",0.078646946,0.069739006
"Age[20,60)",0.079297001,0.08575465
"Age[20,60)",0.073981933,0.045442486
"Age[20,60)",0.0757652,0.089125707
"Age[20,60)",0.076333043,0.054689129
"Age[20,60)",0.060610332,0.041572544
"Age[20,60)",0.075545201,0.059566005
"Age[20,60)",0.070833089,0.047756051
"Age[20,60)",0.051729419,0.06918833
"Age[20,60)",0.066509352,0.026685144
"Age[20,60)",0.079600116,0.072771971
"Age[20,60)",0.070314738,0.058121053
"Age[20,60)",0.093601895,0.070019612
"Age[20,60)",0.103154159,0.079066149
"Age[20,60)",0.096369434,0.1133465
"Age[20,60)",0.101175086,0.059004441
"Age[20,60)",0.072472573,0.054318046
"Age[20,60)",0.08688922,0.0433569
"Age[20,60)",0.074684716,0.029565927
"Age[20,60)",0.077032284,0.074920319
"Age[20,60)",0.054905279,0.03687664
"Age[20,60)",0.082446394,0.08028917
"Age[20,60)",0.076458305,0.08866139
"Age[20,60)",0.07877804,0.073772442
"Age[20,60)",0.072843012,0.049226647
"Age[20,60)",0.051816015,0.04877019
"Age[20,60)",0.065544708,0.058820143
"Age[20,60)",0.077235572,0.066455758
"Age[20,60)",0.095255382,0.080663113
"Age[20,60)",0.057753133,0.064678726
"Age[20,60)",0.102717893,0.061763293
"Age[20,60)",0.088098993,0.035204691
"Age[20,60)",0.093546099,0.085311494
"Age[20,60)",0.056553248,0.051094236
"Age[20,60)",0.076153313,0.08592534
"Age[20,60)",0.092294814,0.088427929
"Age[20,60)",0.082011705,0.036283192
"Age[20,60)",0.07203536,0.058597533
"Age[20,60)",0.089168654,0.037180655
"Age[20,60)",0.056631143,0.076141082
"Age[20,60)",0.053382822,0.054058841
"Age[20,60)",0.060689991,0.034247502
"Age[20,60)",0.076276768,0.076496776
"Age[20,60)",0.073660815,0.074082401
"Age[20,60)",0.07971502,0.054844807
"Age[20,60)",0.089625804,0.059725559
"Age[20,60)",0.070851248,0.042347314
"Age[20,60)",0.088466189,0.074170532
"Age[20,60)",0.081622363,0.047288502
"Age[20,60)",0.078103802,0.055233988
"Age[20,60)",0.069649522,0.028931297
"Age[20,60)",0.071873299,0.042020907
"Age[20,60)",0.072564078,0.051648012
"Age[20,60)",0.078626951,0.036083397
"Age[20,60)",0.07603937,0.039820675
"Age[20,60)",0.078801043,0.039866115
"Age[20,60)",0.057055478,0.046971988
"Age[20,60)",0.065804382,0.034216433
"Age[20,60)",0.0666303,0.06142869
"Age[20,60)",0.055900876,0.024022143
"Age[20,60)",0.079111575,0.050518099
"Age[20,60)",0.062119952,0.080182942
"Age[20,60)",0.078885805,0.058031285
"Age[20,60)",0.05863733,0.047870287
"Age[20,60)",0.070218204,0.064188581
"Age[20,60)",0.074960782,0.065001467
"Age[20,60)",0.074302118,0.046382116
"Age[20,60)",0.086191955,0.050781416
"Age[20,60)",0.065437824,0.04372113
"Age[20,60)",0.068614712,0.05112242
"Age[20,60)",0.087674916,0.069925609
"Age[20,60)",0.085529033,0.073377878
"Age[20,60)",0.070037201,0.06361797
"Age[20,60)",0.074117652,0.059173163
"Age[20,60)",0.074694963,0.056042909
"Age[20,60)",0.059495874,0.039577278
"Age[20,60)",0.084501447,0.061711954
"Age[20,60)",0.082161292,0.050122589
"Age[20,60)",0.103162771,0.090907408
"Age[20,60)",0.066259663,0.055772415
"Age[20,60)",0.087250254,0.078270193
"Age[20,60)",0.075266751,0.057262306
"Age[20,60)",0.087542545,0.101910295
"Age[20,60)",0.064254705,0.046957563
"Age[20,60)",0.083372382,0.039732935
"Age[20,60)",0.081363907,0.059088745
"Age[20,60)",0.08104626,0.045756217
"Age[20,60)",0.072824726,0.047844295
"Age[20,60)",0.07563927,0.075551665
"Age[20,60)",0.088860697,0.08864181
"Age[20,60)",0.057406305,0.050171016
"Age[20,60)",0.081060617,0.078666569
"Age[20,60)",0.072489091,0.040238198
"Age[20,60)",0.09579385,0.060933886
"Age[20,60)",0.087174979,0.079767344
"Age[20,60)",0.095420524,0.109575601
"Age[20,60)",0.096785825,0.06856019
"Age[20,60)",0.09564374,0.082298128
"Age[20,60)",0.061573073,0.06540783
"Age[20,60)",0.065017662,0.035613284
"Age[20,60)",0.05036642,0.056160442
"Age[20,60)",0.080366891,0.086675184
"Age[20,60)",0.088616519,0.066303959
"Age[20,60)",0.06155829,0.048761382
"Age[20,60)",0.083620151,0.04760184
"Age[20,60)",0.072021685,0.073974292
"Age[20,60)",0.088152702,0.069169616
"Age[20,60)",0.073398889,0.098986812
"Age[20,60)",0.077625054,0.073479355
"Age[20,60)",0.069685531,0.051233295
"Age[20,60)",0.058887458,0.060499322
"Age[20,60)",0.094132702,0.061987093
"Age[20,60)",0.071734558,0.066986984
"Age[20,60)",0.078641968,0.072080693
"Age[20,60)",0.073345923,0.059632856
"Age[20,60)",0.066689874,0.035544659
"Age[20,60)",0.078828705,0.066630317
"Age[20,60)",0.078202288,0.072944264
"Age[20,60)",0.060285898,0.074140238
"Age[20,60)",0.066305137,0.08322098
"Age[20,60)",0.076992955,0.083497456
"Age[20,60)",0.084021158,0.057331267
"Age[20,60)",0.080025329,0.070948263
"Age[20,60)",0.072827734,0.064835022
"Age[20,60)",0.073828041,0.054365727
"Age[20,60)",0.075920279,0.051985983
"Age[20,60)",0.059990296,0.040149826
"Age[20,60)",0.079616297,0.069002754
"Age[20,60)",0.105907054,0.069756041
"Age[20,60)",0.079473757,0.083796363
"Age[20,60)",0.084018641,0.085523311
"Age[20,60)",0.081061581,0.102241328
"Age[20,60)",0.079253124,0.067329618
"Age[20,60)",0.069343136,0.061101864
"Age[20,60)",0.074668802,0.060423829
"Age[20,60)",0.078019205,0.083665612
"Age[20,60)",0.05522312,0.057651964
"Age[20,60)",0.084914173,0.072566898
"Age[20,60)",0.04486203,0.032919634
"Age[20,60)",0.080463163,0.066129731
"Age[20,60)",0.071440018,0.035731025
"Age[20,60)",0.083306485,0.063725046
"Age[20,60)",0.071040711,0.066858996
"Age[20,60)",0.086379481,0.076658377
"Age[20,60)",0.087120836,0.077066593
"Age[20,60)",0.076945916,0.064856588
"Age[20,60)",0.086377164,0.061252177
"Age[20,60)",0.096185861,0.072019556
"Age[20,60)",0.078792065,0.07466635
"Age[20,60)",0.092011263,0.060507506
"Age[20,60)",0.06813013,0.085583191
"Age[20,60)",0.071138883,0.064463957
"Age[20,60)",0.071145853,0.068561548
"Age[20,60)",0.059508117,0.048602617
"Age[20,60)",0.083752776,0.077152611
"Age[20,60)",0.083066198,0.099316024
"Age[20,60)",0.060546857,0.044913947
"Age[20,60)",0.060651431,0.055279279
"Age[20,60)",0.098526452,0.093670421
"Age[20,60)",0.056784071,0.074467054
"Age[20,60)",0.091274298,0.090013002
"Age[20,60)",0.075619047,0.07636369
"Age[20,60)",0.108733532,0.082779008
"Age[20,60)",0.07191195,0.060962061
"Age[20,60)",0.077945703,0.066725232
"Age[20,60)",0.088704689,0.067811133
"Age[20,60)",0.072341907,0.046700141
"Age[20,60)",0.087646973,0.06588719
"Age[20,60)",0.073601807,0.079731456
"Age[20,60)",0.100059379,0.086654386
"Age[20,60)",0.095237772,0.052226096
"Age[20,60)",0.091824335,0.065665145
"Age[20,60)",0.083069114,0.048138986
"Age[20,60)",0.072812772,0.060654739
"Age[20,60)",0.059817396,0.059115672
"Age[20,60)",0.076117241,0.047731246
"Age[20,60)",0.054006247,0.057245111
"Age[20,60)",0.064004282,0.068467455
"Age[20,60)",0.07917065,0.042294962
"Age[20,60)",0.094497805,0.083255651
"Age[20,60)",0.069220847,0.066375117
"Age[20,60)",0.069030182,0.05723969
"Age[20,60)",0.054092305,0.040757184
"Age[20,60)",0.07068207,0.069366056
"Age[20,60)",0.077878468,0.062568927
"Age[20,60)",0.070616739,0.095548937
"Age[20,60)",0.074846955,0.050804005
"Age[20,60)",0.07940499,0.062313686
"Age[20,60)",0.077315852,0.033308927
"Age[20,60)",0.068951808,0.049458409
"Age[20,60)",0.056421703,0.051525827
"Age[20,60)",0.087794149,0.047593229
"Age[20,60)",0.06541679,0.060312401
"Age[20,60)",0.059934629,0.022071841
