AgeGroup,Overexpressed,Underexpressed
"Age[20,60)",0.020294609,0.060071218
"Age[20,60)",0.006119052,0.039133271
"Age[20,60)",0.040729583,0.051236988
"Age[20,60)",0.016163921,0.033580922
"Age[20,60)",0.140746554,0.014251201
"Age[20,60)",0.180414252,0.032964399
"Age[20,60)",0.065861081,0.007113689
"Age[20,60)",0.058218641,0.038140371
"Age[20,60)",0.111575639,0.027372305
"Age[20,60)",0.023595788,0.013246555
"Age[20,60)",0.07806594,0.015777749
"Age[20,60)",0.061690772,0.015800002
"Age[20,60)",0.059401732,0.021939065
"Age[20,60)",0.038449802,0.011549644
"Age[20,60)",0.06739925,0.05858873
"Age[20,60)",0.113213233,-0.007101419
"Age[20,60)",0.068939174,0.030279384
"Age[20,60)",0.078589164,0.037259457
"Age[20,60)",0.036318138,0.010192626
"Age[20,60)",0.105089575,0.006719249
"Age[20,60)",0.090888252,0.075561594
"Age[20,60)",0.117130828,0.048540096
"Age[20,60)",0.103265047,0.01013539
"Age[20,60)",0.038935428,0.045707555
"Age[20,60)",0.084167638,0.039889724
"Age[20,60)",0.085879968,0.014753888
"Age[20,60)",0.107208285,0.05280103
"Age[20,60)",0.05827583,-0.011006598
"Age[20,60)",0.063717205,0.006895793
"Age[20,60)",0.049514199,0.099631325
"Age[20,60)",0.092715843,0.021658747
"Age[20,60)",0.094215847,0.035190158
"Age[20,60)",0.042231949,0.057520794
"Age[20,60)",0.16062247,0.01026134
"Age[20,60)",0.210488842,0.028292247
"Age[20,60)",0.173495046,0.004690537
"Age[20,60)",0.190179754,0.01369238
"Age[20,60)",0.18499361,0.035296401
"Age[20,60)",0.11898076,0.018416399
"Age[20,60)",0.097925985,0.048678397
"Age[20,60)",0.130755578,0.035363087
"Age[20,60)",0.147717284,0.030778792
"Age[20,60)",0.221543169,-0.043107101
"Age[20,60)",0.138769011,0.055478757
"Age[20,60)",0.20523424,0.025091995
"Age[20,60)",0.12457074,0.034246615
"Age[20,60)",0.17606693,0.079910371
"Age[20,60)",0.114363142,0.031914227
"Age[20,60)",0.151469051,0.030521772
"Age[20,60)",0.178345995,0.021446068
"Age[20,60)",0.182079871,0.034274156
"Age[20,60)",0.107370857,0.011612332
"Age[20,60)",0.104027967,0.027052687
"Age[20,60)",0.110260548,0.037817843
"Age[20,60)",0.098021144,0.039674814
"Age[20,60)",0.113492038,0.046067008
"Age[20,60)",0.16620093,0.057009109
"Age[20,60)",0.143705243,0.063352377
"Age[20,60)",0.144938351,0.025708745
"Age[20,60)",0.101711271,0.034094911
"Age[20,60)",0.103685722,0.031727921
"Age[20,60)",0.209861215,0.053145958
"Age[20,60)",0.116973742,0.020828922
"Age[20,60)",0.166666654,0.020990548
"Age[20,60)",0.17238479,0.025083946
"Age[20,60)",0.135758113,0.059244037
"Age[20,60)",0.126480151,0.035597257
"Age[20,60)",0.159477856,0.006798555
"Age[20,60)",0.130223787,0.016587157
"Age[20,60)",0.201408394,0.013583307
"Age[20,60)",0.119540074,0.016197878
"Age[20,60)",0.129001717,-0.001664811
"Age[20,60)",0.195673814,0.04604636
"Age[20,60)",0.135369781,0.048698496
"Age[20,60)",0.13770082,0.039477388
"Age[20,60)",0.156091554,0.017266639
"Age[20,60)",0.140163936,0.008609967
"Age[20,60)",0.074010234,0.070176185
"Age[20,60)",0.173621586,0.019310596
"Age[20,60)",0.148633629,0.048709631
"Age[20,60)",0.166707713,0.016546896
"Age[20,60)",0.133451647,0.033486432
"Age[20,60)",0.181554839,0.018062627
"Age[20,60)",0.113012897,0.022208234
"Age[20,60)",0.103578443,0.049680784
"Age[20,60)",0.198189769,0.014582252
"Age[20,60)",0.078440865,0.037352814
"Age[20,60)",0.08413114,-0.02624208
"Age[20,60)",0.201317577,0.036249522
"Age[20,60)",0.060319991,0.013383679
"Age[20,60)",0.136102002,0.048364252
"Age[20,60)",0.124350939,0.037977009
"Age[20,60)",0.120054968,0.034907298
"Age[20,60)",0.117852202,0.067800228
"Age[20,60)",0.118695396,0.033277348
"Age[20,60)",0.117388843,0.009027528
"Age[20,60)",0.129667578,0.032638472
"Age[20,60)",0.11746083,0.049102095
"Age[20,60)",0.057403464,-0.006246631
"Age[20,60)",0.117048257,0.010158873
"Age[20,60)",0.052666632,0.026805814
"Age[20,60)",0.090109669,0.001378565
"Age[20,60)",0.115299254,0.001643402
"Age[20,60)",0.097806294,0.034392448
"Age[20,60)",0.086031938,0.031984138
"Age[20,60)",0.072570506,0.001390428
"Age[20,60)",0.155538008,0.033543661
"Age[20,60)",0.109451625,0.063592844
"Age[20,60)",0.130806674,-0.01081703
"Age[20,60)",0.136925969,0.011150702
"Age[20,60)",0.117662507,0.028355773
"Age[20,60)",0.122990531,0.003875273
"Age[20,60)",0.090408875,0.033548526
"Age[20,60)",0.160534117,0.018090405
"Age[20,60)",0.104973745,0.036270897
"Age[20,60)",0.123385194,-0.007953472
"Age[20,60)",0.10331343,0.022879588
"Age[20,60)",0.10671063,0.003313917
"Age[20,60)",0.05578965,0.011107727
"Age[20,60)",0.07545039,0.033797352
"Age[20,60)",0.108680899,0.005077462
"Age[20,60)",0.16164392,0.037524654
"Age[20,60)",0.102000085,0.043756432
"Age[20,60)",0.056291223,0.004569424
"Age[20,60)",0.087101449,0.020598409
"Age[20,60)",0.087114515,0.021675011
"Age[20,60)",0.072184064,0.013559135
"Age[20,60)",0.085077095,0.030181962
"Age[20,60)",0.171843642,-0.007859407
"Age[20,60)",0.110166759,0.053050376
"Age[20,60)",0.178624057,0.026390937
"Age[20,60)",0.075493964,0.040265926
"Age[20,60)",0.106059207,0.067415278
"Age[20,60)",0.119719854,0.040304832
"Age[20,60)",0.150435201,0.068019539
"Age[20,60)",0.055225179,0.022558023
"Age[20,60)",0.094591194,0.006022404
"Age[20,60)",0.107579775,0.071179289
"Age[20,60)",0.10610107,0.019003232
"Age[20,60)",0.133039643,0.051465536
"Age[20,60)",0.131288148,0.035412186
"Age[20,60)",0.109795946,0.039064388
"Age[20,60)",0.101450437,0.019559453
"Age[20,60)",0.141210627,0.051259508
"Age[20,60)",0.05501724,0.014999463
"Age[20,60)",0.127779681,0.031890419
"Age[20,60)",0.138511424,0.023344647
"Age[20,60)",0.147056716,0.021838078
"Age[20,60)",0.099978788,0.05654491
"Age[20,60)",0.074933086,0.00547722
"Age[20,60)",0.120564263,0.036565998
"Age[20,60)",0.153084814,-0.00084048
"Age[20,60)",0.114237151,0.05336502
"Age[20,60)",0.119256068,0.01637843
"Age[20,60)",0.04541845,0.03133851
"Age[20,60)",0.088814763,0.033216092
"Age[20,60)",0.149162279,0.051444231
"Age[20,60)",0.110262426,0.019825141
"Age[20,60)",0.125930586,0.036866714
"Age[20,60)",0.085832791,0.014491186
"Age[20,60)",0.046217308,0.029722275
"Age[20,60)",0.100416235,0.018036813
"Age[20,60)",0.043172025,0.012518508
"Age[20,60)",0.129355464,0.012675359
"Age[20,60)",0.145201339,0.048926477
"Age[20,60)",0.081904324,0.054883788
"Age[20,60)",0.052886212,0.019263615
"Age[20,60)",0.141333926,0.006802688
"Age[20,60)",0.117189372,0.04031498
"Age[20,60)",0.05684605,0.032800828
"Age[20,60)",0.120676468,0.05644709
"Age[20,60)",0.079488441,-0.002279949
"Age[20,60)",0.096719854,0.030440092
"Age[20,60)",0.09527122,0.023918652
"Age[20,60)",0.080348335,0.051728272
"Age[20,60)",0.099479941,-0.028143961
"Age[20,60)",0.080154545,-0.029660035
"Age[20,60)",0.115395354,0.014433004
"Age[20,60)",0.119824196,0.026539776
"Age[20,60)",0.121467203,0.017582692
"Age[20,60)",0.103534259,0.018528265
"Age[20,60)",0.139137682,0.034596857
"Age[20,60)",0.099839929,0.058612087
"Age[20,60)",0.057178462,0.016355386
"Age[20,60)",0.127716472,0.031480721
"Age[20,60)",0.055115238,0.016932521
"Age[20,60)",0.123079418,0.044716085
"Age[20,60)",0.058811215,0.032773507
"Age[20,60)",0.093050539,0.047062207
"Age[20,60)",0.065281678,0.007311038
"Age[20,60)",0.114339522,0.043500108
"Age[20,60)",0.063089557,0.020652303
"Age[20,60)",0.09349705,0.035468062
"Age[20,60)",0.082113564,0.029429864
"Age[20,60)",0.104611328,0.056709492
"Age[20,60)",0.150568988,0.043762036
"Age[20,60)",0.137232792,0.030680124
"Age[20,60)",0.134634507,0.038334493
"Age[20,60)",0.074111482,0.03251691
"Age[20,60)",0.13708187,0.024576166
"Age[20,60)",0.09148399,0.308766486
"Age[20,60)",0.036947796,0.24775495
"Age[20,60)",0.080533875,0.154975683
"Age[20,60)",0.05299957,0.147770476
"Age[20,60)",0.091550999,0.260696059
"Age[20,60)",-0.013802423,0.264078767
"Age[20,60)",0.083513093,0.207414311
"Age[20,60)",0.075570712,0.227814097
"Age[20,60)",0.093177339,0.259722566
"Age[20,60)",0.05938331,0.183850557
"Age[20,60)",0.02263469,0.180252293
"Age[20,60)",0.098220507,0.129242654
"Age[20,60)",0.040724916,0.092915201
"Age[20,60)",0.03765818,0.239638018
"Age[20,60)",0.051362849,0.132891111
"Age[20,60)",0.043411232,0.153700515
"Age[20,60)",0.01136634,0.141216666
"Age[20,60)",0.04417155,0.160129665
"Age[20,60)",0.053575438,0.217499677
"Age[20,60)",0.067310648,0.086086021
"Age[20,60)",0.102701532,0.023608156
"Age[20,60)",0.108355935,0.04828153
"Age[20,60)",0.103109506,0.018793352
"Age[20,60)",0.060649165,-0.001009028
"Age[20,60)",0.095804243,0.005568156
"Age[20,60)",0.121048239,0.033537606
"Age[20,60)",0.151789123,-0.016428257
"Age[20,60)",0.075137837,-0.013955447
"Age[20,60)",0.067394082,0.011145593
"Age[20,60)",0.073034662,0.015377742
"Age[20,60)",0.125333595,0.103155829
"Age[20,60)",0.107697656,0.038572101
"Age[20,60)",0.152150506,0.010538765
"Age[20,60)",0.170441501,0.008848366
"Age[20,60)",0.105894388,0.054308302
"Age[20,60)",0.078321796,0.053238582
"Age[20,60)",0.152575096,0.039807265
"Age[20,60)",0.133674178,0.033960767
"Age[20,60)",0.128879939,0.015006451
"Age[20,60)",0.084439337,0.045956565
"Age[20,60)",0.110265113,0.027063827
"Age[20,60)",0.078590942,0.013707486
"Age[20,60)",0.114462333,0.005270918
"Age[20,60)",0.078918108,0.01590392
"Age[20,60)",0.147095544,0.062085848
"Age[20,60)",0.144266497,0.015771657
"Age[20,60)",0.10962919,0.036904731
"Age[20,60)",0.097716257,0.015038627
"Age[20,60)",0.101248539,0.042768968
"Age[20,60)",0.119009603,0.039197364
"Age[20,60)",0.049493813,0.062390132
"Age[20,60)",0.101177156,0.039143282
"Age[20,60)",0.073585477,0.083152786
"Age[20,60)",0.119929548,0.011344162
"Age[20,60)",0.057525466,0.025674219
"Age[20,60)",0.077842121,0.040212664
"Age[20,60)",0.148988633,0.019878616
"Age[20,60)",0.031543834,0.006937361
"Age[20,60)",0.093101878,0.017270745
"Age[20,60)",0.093865184,0.02875597
"Age[20,60)",0.058064642,0.033999021
"Age[20,60)",0.120030647,0.012589373
"Age[20,60)",0.128174398,0.032505215
"Age[20,60)",0.072368766,0.021297998
"Age[20,60)",0.11686737,0.009241576
"Age[20,60)",0.099173861,0.039236838
"Age[20,60)",0.070042475,0.054192669
"Age[20,60)",0.132794088,0.019051643
"Age[20,60)",0.093190892,0.04114717
"Age[20,60)",0.118026164,0.05692798
"Age[20,60)",0.137034122,0.011666098
"Age[20,60)",0.070185085,0.055707417
"Age[20,60)",0.069409735,0.01586895
"Age[20,60)",0.108920136,0.042199323
"Age[20,60)",0.046446945,-0.00018581
"Age[20,60)",0.083945839,0.04840222
"Age[20,60)",0.097857511,0.030782328
"Age[20,60)",0.126141497,0.016668438
"Age[20,60)",0.083245449,0.030470748
"Age[20,60)",0.104073239,0.084771546
"Age[20,60)",0.129554933,0.035302467
"Age[20,60)",0.111198442,0.074605741
"Age[20,60)",0.019369533,0.055633884
"Age[20,60)",0.08821453,0.033907694
"Age[20,60)",0.143568928,0.011696259
"Age[20,60)",0.051859548,-0.007243488
"Age[20,60)",0.041103123,0.068164777
"Age[20,60)",0.13521882,-0.014293215
"Age[20,60)",0.090350147,-0.007047979
"Age[20,60)",0.146275123,0.03444685
"Age[20,60)",0.072147495,0.031470297
"Age[20,60)",0.053798462,0.021924419
"Age[20,60)",0.11509126,0.06109693
"Age[20,60)",0.058965031,0.027719063
"Age[20,60)",0.09182573,0.049799146
"Age[20,60)",0.044552829,0.033638879
"Age[20,60)",0.053857056,0.027340252
"Age[20,60)",0.133713635,0.018710389
"Age[20,60)",0.078252986,0.00645483
"Age[20,60)",0.059931515,0.024094019
"Age[20,60)",0.021901417,0.034882289
"Age[20,60)",0.105944897,0.043652035
"Age[20,60)",0.115059061,0.033388874
"Age[20,60)",0.089689618,0.031343957
"Age[20,60)",0.086916384,0.017861158
"Age[20,60)",0.122531176,0.012781335
"Age[20,60)",0.087417467,0.01587832
"Age[20,60)",0.077681971,0.06349822
"Age[20,60)",0.112554211,0.033588922
"Age[20,60)",0.052290418,0.011184575
"Age[20,60)",0.059041662,0.015591061
"Age[20,60)",0.083008391,0.05271271
"Age[20,60)",0.009519826,-0.009592054
"Age[20,60)",0.054082509,-0.010110014
"Age[20,60)",0.036404084,0.025315671
"Age[20,60)",0.104417193,-0.041101824
"Age[20,60)",0.051846732,-0.011233224
"Age[20,60)",0.077048026,0.002726014
"Age[20,60)",0.065461843,0.010513076
"Age[20,60)",0.053720828,0.029060682
"Age[20,60)",0.065846412,0.016889462
"Age[20,60)",0.052095124,0.026575253
"Age[20,60)",0.042935058,0.010830183
"Age[20,60)",0.035111503,0.008800261
"Age[20,60)",0.009687008,0.009939904
"Age[20,60)",0.012399238,0.017027525
"Age[20,60)",0.032838167,0.01835937
"Age[20,60)",0.119975788,0.043608747
"Age[20,60)",0.124416994,0.013398892
"Age[20,60)",0.10864137,0.03966309
"Age[20,60)",0.135786528,0.021160134
"Age[20,60)",0.124178127,0.058120861
"Age[20,60)",0.105677247,0.06117916
"Age[20,60)",0.103403582,0.068434225
"Age[20,60)",0.094815452,-0.001853542
"Age[20,60)",0.109606384,0.013891977
"Age[20,60)",0.088854487,0.048076232
"Age[20,60)",0.117248759,0.011344141
"Age[20,60)",0.127389677,0.015977832
"Age[20,60)",0.109756825,0.042040352
"Age[20,60)",0.091238544,0.04956331
"Age[20,60)",0.130600221,0.027134345
"Age[20,60)",0.104406103,0.02367969
"Age[20,60)",0.10541729,0.02692342
"Age[20,60)",0.059269644,-0.005512919
"Age[20,60)",0.076209842,0.011720041
"Age[20,60)",0.088762819,0.038428223
"Age[20,60)",0.091410788,0.037365053
"Age[20,60)",0.112241306,-0.012434094
"Age[20,60)",0.09241427,0.000221842
"Age[20,60)",0.099225212,0.003574069
"Age[20,60)",0.071405846,0.030768587
"Age[20,60)",0.088253384,0.014008047
"Age[20,60)",0.093510707,0.008996414
"Age[20,60)",0.058079283,0.033094527
"Age[20,60)",0.093915121,0.03033821
"Age[20,60)",0.121865998,0.058785563
"Age[20,60)",0.065907566,0.016552618
"Age[20,60)",0.098573275,-0.006314515
"Age[20,60)",0.134509071,0.016770405
"Age[20,60)",0.099575006,-0.005442653
"Age[20,60)",0.098513512,-0.003252176
"Age[20,60)",0.058497307,0.030407643
"Age[20,60)",0.102340952,-0.014301466
"Age[20,60)",0.070479312,0.011118607
"Age[20,60)",0.093103616,0.009720455
"Age[20,60)",0.095768618,0.037597215
"Age[20,60)",0.097162144,-0.020596585
"Age[20,60)",0.124014137,0.053286048
"Age[20,60)",0.106286138,-0.00126291
"Age[20,60)",0.081470953,0.023046684
"Age[20,60)",0.081243968,0.0238286
"Age[20,60)",0.082309045,0.02114432
"Age[20,60)",0.069640328,0.006949501
"Age[20,60)",0.033526963,0.02943498
"Age[20,60)",0.042035571,0.020183769
"Age[20,60)",0.04752662,0.009496655
"Age[20,60)",0.084703752,0.011221004
"Age[20,60)",0.072697748,-0.008206967
"Age[20,60)",0.104826133,0.043862897
"Age[20,60)",0.093162687,-0.014067824
"Age[20,60)",0.071010639,0.008206649
"Age[20,60)",0.096215898,0.018506419
"Age[20,60)",0.090885757,-0.019100156
"Age[20,60)",0.052440809,0.028824074
"Age[20,60)",0.031876932,0.007578989
"Age[20,60)",0.068640137,0.007800752
"Age[20,60)",0.093840327,0.01525108
"Age[20,60)",0.117441917,-0.000463832
"Age[20,60)",0.053067078,-0.001654974
"Age[20,60)",0.061884014,0.02479968
"Age[20,60)",0.08234142,0.01511925
"Age[20,60)",0.132527097,0.017715204
"Age[20,60)",0.14968578,0.018201279
"Age[20,60)",0.095036881,0.00853184
"Age[20,60)",0.102781686,-0.025678523
"Age[20,60)",0.086499942,0.013282896
"Age[20,60)",0.073353216,0.020047477
"Age[20,60)",0.092512034,0.036193386
"Age[20,60)",0.089193384,0.006858971
"Age[20,60)",0.092983618,0.02625074
"Age[20,60)",0.074706715,-0.001542904
"Age[20,60)",0.074129579,0.061663977
"Age[20,60)",0.087398123,-0.012677323
"Age[20,60)",0.041350798,0.048923908
"Age[20,60)",0.109017109,0.012722634
"Age[20,60)",0.065320777,0.017700891
"Age[20,60)",0.025174517,0.033016619
"Age[20,60)",0.153687834,-0.012235187
"Age[20,60)",0.079028423,0.026426574
"Age[20,60)",0.11347485,-0.000345923
"Age[20,60)",0.057064031,0.018138863
"Age[20,60)",0.097551779,0.023416876
"Age[20,60)",0.073342833,-0.000616746
"Age[20,60)",0.080983863,-0.002018725
"Age[20,60)",0.06673516,-0.002302939
"Age[20,60)",0.055309276,-0.008737531
"Age[20,60)",0.057110645,0.03308269
"Age[20,60)",0.021977204,-0.01147981
"Age[20,60)",0.079203842,-0.001067408
"Age[20,60)",0.152797807,0.01766551
"Age[20,60)",0.054183329,0.022496546
"Age[20,60)",0.043375547,0.004400505
"Age[20,60)",0.050637722,0.023928277
"Age[20,60)",0.052105209,-0.006327911
"Age[20,60)",0.097114069,0.00896835
"Age[20,60)",0.088881665,0.014050014
"Age[20,60)",0.060000511,0.018086035
"Age[20,60)",0.032286382,0.017775869
"Age[20,60)",0.063715572,0.000627766
"Age[20,60)",0.097127635,0.005171784
"Age[20,60)",0.093599202,0.037452626
"Age[20,60)",0.124643781,0.027144001
"Age[20,60)",0.047438211,0.001430079
"Age[20,60)",0.048154569,0.035992682
"Age[20,60)",0.084520393,0.005962313
"Age[20,60)",0.084255033,-0.000475147
"Age[20,60)",0.100806048,0.024352753
"Age[20,60)",0.059547164,-0.001950134
"Age[20,60)",0.108468009,0.030485499
"Age[20,60)",0.046262696,-0.001419481
"Age[20,60)",0.035014771,0.033148302
"Age[20,60)",0.021858611,-0.00374504
"Age[20,60)",0.075906814,0.014437141
"Age[20,60)",0.065855551,-0.00636662
"Age[20,60)",0.042720025,-0.013196381
"Age[20,60)",0.110031865,0.016015993
"Age[20,60)",0.102122601,0.020946756
"Age[20,60)",0.154445564,-0.028289231
"Age[20,60)",0.030386351,0.024153706
"Age[20,60)",0.044766118,0.025918903
"Age[20,60)",0.02740184,0.00495513
"Age[20,60)",0.116497591,0.059205172
"Age[20,60)",0.051827988,0.020786994
"Age[20,60)",0.020151293,0.004468735
"Age[20,60)",0.085746217,0.008143404
"Age[20,60)",0.078490261,0.007884326
"Age[20,60)",0.07470025,0.023926035
"Age[20,60)",0.067089304,0.045384275
"Age[20,60)",0.129093572,-0.00895696
"Age[20,60)",0.049811031,-0.007752829
"Age[20,60)",0.111143721,-0.002933259
"Age[20,60)",0.070004139,0.026358119
"Age[20,60)",0.070321968,0.025943959
"Age[20,60)",0.10705106,0.000112034
"Age[20,60)",0.070254569,0.003918317
"Age[20,60)",0.08051749,-0.000406843
"Age[20,60)",0.092920196,0.021554503
"Age[20,60)",0.070899035,0.027150991
"Age[20,60)",0.093514123,0.026640877
"Age[20,60)",0.109842942,0.005413206
"Age[20,60)",0.012001707,-0.019082165
"Age[20,60)",0.080655336,0.005333495
"Age[20,60)",0.041836487,0.049245986
"Age[20,60)",0.031004445,0.027563344
"Age[20,60)",0.027417139,0.027241544
"Age[20,60)",0.117036623,0.022343566
"Age[20,60)",0.063933925,0.044644783
"Age[20,60)",0.057193527,-0.007218776
"Age[20,60)",0.085302637,-0.007611076
"Age[20,60)",0.026022922,0.012028583
"Age[20,60)",0.124819463,0.02006138
"Age[20,60)",0.092015339,0.021518947
"Age[20,60)",0.02355891,-0.010163035
"Age[20,60)",0.011936237,0.005694533
"Age[20,60)",0.097265143,0.007569413
"Age[20,60)",0.056913232,-0.001111174
"Age[20,60)",0.078606131,0.021156149
"Age[20,60)",0.086087001,0.00448033
"Age[20,60)",0.046307404,0.034350557
"Age[20,60)",-0.009339531,0.017370719
"Age[20,60)",0.030219777,0.006385544
"Age[20,60)",0.038061113,0.00647545
"Age[20,60)",0.038679127,-0.019567734
"Age[20,60)",0.089353355,0.000722539
"Age[20,60)",0.079758541,-0.004988755
"Age[20,60)",0.041742537,0.023757375
"Age[20,60)",0.047706856,0.008909124
"Age[20,60)",0.093735759,0.009973517
"Age[20,60)",0.046424387,-0.009043021
"Age[20,60)",0.118499444,0.047878784
"Age[20,60)",0.059576628,0.040463496
"Age[20,60)",0.064782588,0.067786497
"Age[20,60)",0.052791593,0.05773998
"Age[20,60)",0.010412518,0.022335578
"Age[20,60)",0.070949374,0.049895904
"Age[20,60)",0.089458944,0.032019554
"Age[20,60)",0.055519036,0.051100898
"Age[20,60)",0.043750371,0.053284484
"Age[20,60)",0.050666786,0.009544107
"Age[20,60)",0.043482038,0.021326853
"Age[20,60)",0.040631732,-0.014899779
"Age[20,60)",0.036412339,0.004598938
"Age[20,60)",0.030468285,0.019261517
"Age[20,60)",-0.006115708,0.021786667
"Age[20,60)",0.0292734,0.050095982
"Age[20,60)",0.035327914,0.064945739
"Age[20,60)",0.053799872,0.031233185
"Age[20,60)",0.063433919,0.070829662
"Age[20,60)",0.044401333,0.023056491
"Age[20,60)",-0.001095211,0.020802719
"Age[20,60)",0.047721346,0.047133102
"Age[20,60)",0.033478621,0.046353094
"Age[20,60)",0.008833735,0.032705111
"Age[20,60)",0.061736714,0.015963084
"Age[20,60)",0.06542154,0.044228143
"Age[20,60)",0.099515645,0.049970094
"Age[20,60)",0.0504686,0.064877536
"Age[20,60)",0.077802426,0.019769839
"Age[20,60)",0.090227727,0.044442823
"Age[20,60)",0.047227171,0.022600761
"Age[20,60)",0.060114954,0.033883018
"Age[20,60)",0.046984455,0.022979029
"Age[20,60)",0.036331985,0.032947828
"Age[20,60)",0.040689808,0.027873865
"Age[20,60)",0.042149237,0.002941893
"Age[20,60)",0.040001934,0.034353438
"Age[20,60)",0.010997376,0.063193561
"Age[20,60)",0.047926545,0.022380761
"Age[20,60)",0.047863756,0.037394961
"Age[20,60)",0.042289851,0.076551651
"Age[20,60)",0.05374241,0.026841401
"Age[20,60)",0.109042456,0.029225193
"Age[20,60)",0.021502695,0.041199474
"Age[20,60)",0.121076753,-0.008387905
"Age[20,60)",0.095413608,0.065049103
"Age[20,60)",0.13799706,0.075333653
"Age[20,60)",0.074608629,0.083725312
"Age[20,60)",0.114961605,0.079431337
"Age[20,60)",0.062466102,0.109863844
"Age[20,60)",0.082293301,0.057019363
"Age[20,60)",0.156973493,0.082682848
"Age[20,60)",0.157337277,0.061000374
"Age[20,60)",0.092507327,0.057092719
"Age[20,60)",0.1329416,0.029613767
"Age[20,60)",0.143380238,0.01517057
"Age[20,60)",0.092576497,0.019562631
"Age[20,60)",0.121108215,0.082373872
"Age[20,60)",0.069353887,0.093972229
"Age[20,60)",0.109809747,0.064747327
"Age[20,60)",0.115207571,0.068595383
"Age[20,60)",0.083993769,0.045817999
"Age[20,60)",0.120963378,0.063920375
"Age[20,60)",0.058738831,0.087353361
"Age[20,60)",0.085106867,0.03206373
"Age[20,60)",0.136207418,0.088843704
"Age[20,60)",0.108095916,0.044461396
"Age[20,60)",0.117473146,0.050361831
"Age[20,60)",0.078244398,0.059299758
"Age[20,60)",0.11423186,0.056734247
"Age[20,60)",0.104149886,0.037526465
"Age[20,60)",0.122773078,0.057412012
"Age[20,60)",0.036367603,0.058158603
"Age[20,60)",0.095865404,0.042142043
"Age[20,60)",0.152381707,0.089409547
"Age[20,60)",0.138673746,0.028942892
"Age[20,60)",0.104190602,0.00443792
"Age[20,60)",0.061754557,0.041967283
"Age[20,60)",0.062403403,0.059157336
"Age[20,60)",0.104858706,0.058966455
"Age[20,60)",0.112809199,0.038902577
"Age[20,60)",0.114463342,0.070309575
"Age[20,60)",0.117040237,0.090501771
"Age[20,60)",0.157154518,0.06488841
"Age[20,60)",0.079606428,0.031886031
"Age[20,60)",0.115397215,0.04587951
"Age[20,60)",0.105826054,0.057283146
"Age[20,60)",0.104033279,0.057696197
"Age[20,60)",0.050259642,0.034423985
"Age[20,60)",0.103849605,0.03254505
"Age[20,60)",0.077062419,0.088860299
"Age[20,60)",0.07116716,0.015412003
"Age[20,60)",0.132588432,0.022800577
"Age[20,60)",0.059755448,0.062503034
"Age[20,60)",0.138430095,0.062646487
"Age[20,60)",0.085334088,0.096184015
"Age[20,60)",0.157420266,0.022851334
"Age[20,60)",0.069010344,0.090402717
"Age[20,60)",0.095543631,0.038757625
"Age[20,60)",0.074791904,0.054498789
"Age[20,60)",0.116116813,0.077282069
"Age[20,60)",0.147753308,0.050658451
"Age[20,60)",0.106844358,0.059897774
"Age[20,60)",0.047923502,0.051592471
"Age[20,60)",0.063745761,0.064007948
"Age[20,60)",0.103707714,0.050908384
"Age[20,60)",0.135945948,0.070204516
"Age[20,60)",0.130189818,0.076299807
"Age[20,60)",0.094323698,0.069686211
"Age[20,60)",0.125001491,0.014016157
"Age[20,60)",0.0547038,0.061812844
"Age[20,60)",0.0688711,0.039322062
"Age[20,60)",0.099011418,0.071202703
"Age[20,60)",0.05296526,0.082014702
"Age[20,60)",0.141664006,0.091225113
"Age[20,60)",0.081536584,0.057811347
"Age[20,60)",0.116915188,0.051466035
"Age[20,60)",0.013675671,0.028390938
"Age[20,60)",0.072747091,0.054641367
"Age[20,60)",0.120900639,0.066866075
"Age[20,60)",0.083629163,0.067079337
"Age[20,60)",0.090135407,0.049301049
"Age[20,60)",0.121076361,0.06894557
"Age[20,60)",0.065927254,0.074558727
"Age[20,60)",0.118718618,0.001532774
"Age[20,60)",0.17214027,0.028557677
"Age[20,60)",0.082023502,0.082397118
"Age[20,60)",0.091276246,0.018179684
"Age[20,60)",0.021955572,0.064643993
"Age[20,60)",0.091158464,0.048172959
"Age[20,60)",0.033776596,0.046903137
"Age[20,60)",0.099607459,0.035850458
"Age[20,60)",0.132728383,0.063041562
"Age[20,60)",0.060462211,0.077982539
"Age[20,60)",0.131109845,0.050783714
"Age[20,60)",0.050846979,0.080944678
"Age[20,60)",0.070590926,0.038769487
"Age[20,60)",0.064465439,0.008345766
"Age[20,60)",0.122615612,0.03345073
"Age[20,60)",0.048978936,0.067787242
"Age[20,60)",0.053215351,0.04667693
"Age[20,60)",0.071387939,0.032439821
"Age[20,60)",0.115023354,0.061119351
"Age[20,60)",0.083608587,0.065267649
"Age[20,60)",0.062015047,0.068720683
"Age[20,60)",0.095879585,0.060137793
"Age[20,60)",0.070830504,0.063746574
"Age[20,60)",0.07229824,0.095380715
"Age[20,60)",0.095848634,0.087752176
"Age[20,60)",0.125649442,0.052879549
"Age[20,60)",0.071629748,0.052482472
"Age[20,60)",0.072029551,0.054508058
"Age[20,60)",0.086148661,0.064028947
"Age[20,60)",0.056304184,0.056091427
"Age[20,60)",0.116883114,0.075348371
"Age[20,60)",0.070654686,0.053919277
"Age[20,60)",0.073081987,0.053873656
"Age[20,60)",0.062815038,0.10041616
"Age[20,60)",0.050605573,0.006397786
"Age[20,60)",0.063665235,0.052996738
"Age[20,60)",0.069207279,0.030193624
"Age[20,60)",0.136211641,0.043780459
