AgeGroup,Overexpressed,Underexpressed
"Age[20,60)",0.075987612,0.056206352
"Age[20,60)",0.094293048,0.048398113
"Age[20,60)",0.075544076,0.053739168
"Age[20,60)",0.154847738,0.029216456
"Age[20,60)",0.139338134,0.04284791
"Age[20,60)",0.0457247,0.039317831
"Age[20,60)",0.078746941,0.039698356
"Age[20,60)",0.133806548,0.019498389
"Age[20,60)",0.123558461,0.01136627
"Age[20,60)",0.129444644,0.04526725
"Age[20,60)",0.136703765,0.027938427
"Age[20,60)",0.111027732,0.041177792
"Age[20,60)",0.054866796,0.056731365
"Age[20,60)",0.068280714,0.05664241
"Age[20,60)",0.157396076,0.017479271
"Age[20,60)",0.12325343,0.037612259
"Age[20,60)",0.089658452,0.073827118
"Age[20,60)",0.144933485,0.048305459
"Age[20,60)",0.076597532,0.043336703
"Age[20,60)",0.049646373,0.068487681
"Age[20,60)",0.081985225,0.09919761
"Age[20,60)",0.068599689,0.076422365
"Age[20,60)",0.108923577,0.04222162
"Age[20,60)",0.099089585,0.04409213
"Age[20,60)",0.087083026,0.02869001
"Age[20,60)",0.063278871,0.036090627
"Age[20,60)",0.050519446,0.056691034
"Age[20,60)",0.096368588,0.025962216
"Age[20,60)",0.096665108,0.049370999
"Age[20,60)",0.10631287,0.030772734
"Age[20,60)",0.075308623,0.042771943
"Age[20,60)",0.103010385,0.021715934
"Age[20,60)",0.0514475,0.067360136
"Age[20,60)",0.12345651,0.047404202
"Age[20,60)",0.107606227,0.023428142
"Age[20,60)",0.097841279,0.022817513
"Age[20,60)",0.110963315,0.029653715
"Age[20,60)",0.136519857,0.038438434
"Age[20,60)",0.096543576,0.001208715
"Age[20,60)",0.074526332,0.092944464
"Age[20,60)",0.085587444,0.056205714
"Age[20,60)",0.084028243,0.041695849
"Age[20,60)",0.039222736,0.079741641
"Age[20,60)",0.062973763,0.059722475
"Age[20,60)",0.076342267,0.049640478
"Age[20,60)",0.05110059,0.036727539
"Age[20,60)",0.059735562,-0.001977281
"Age[20,60)",0.078497172,0.05829248
"Age[20,60)",0.083635712,0.068788775
"Age[20,60)",0.098452872,0.031017041
"Age[20,60)",0.099554852,0.05516431
"Age[20,60)",0.211618819,0.03673348
"Age[20,60)",0.080231339,0.027349005
"Age[20,60)",0.064037873,0.01795809
"Age[20,60)",0.117626268,0.043427953
"Age[20,60)",0.082174549,0.082055423
"Age[20,60)",0.071482793,0.011300267
"Age[20,60)",0.060702558,0.050356313
"Age[20,60)",0.155403976,0.022533294
"Age[20,60)",0.079200676,0.003959494
"Age[20,60)",0.072548941,0.002309423
"Age[20,60)",0.108667481,0.010942023
"Age[20,60)",0.078161325,0.055861019
"Age[20,60)",0.122814583,0.03742047
"Age[20,60)",0.053322633,0.070600522
"Age[20,60)",0.097118838,0.071293064
"Age[20,60)",0.083672128,0.003894693
"Age[20,60)",0.045899469,0.054165652
"Age[20,60)",0.146616682,0.019137804
"Age[20,60)",0.165844162,-0.002943158
"Age[20,60)",0.076917075,0.054645167
"Age[20,60)",0.111571083,0.01988829
"Age[20,60)",0.1457139,0.011601122
"Age[20,60)",0.128835891,0.066391317
"Age[20,60)",0.068383797,0.017824611
"Age[20,60)",0.169421011,0.027829999
"Age[20,60)",0.094491998,0.016613832
"Age[20,60)",0.102858013,0.027669664
"Age[20,60)",0.118941459,0.045187671
"Age[20,60)",0.055550853,0.025054065
"Age[20,60)",0.052977766,0.047158225
"Age[20,60)",0.109504227,0.030105969
"Age[20,60)",0.118714709,0.056130397
"Age[20,60)",0.10808559,0.048652936
"Age[20,60)",0.094460615,0.005891898
"Age[20,60)",0.094423181,0.071878314
"Age[20,60)",0.096792805,0.048202114
"Age[20,60)",0.109445543,0.062416227
"Age[20,60)",0.048705064,0.068373375
"Age[20,60)",0.16930564,0.021604989
"Age[20,60)",0.047629657,0.060559949
"Age[20,60)",0.102098937,0.067369256
"Age[20,60)",0.082642826,0.027173592
"Age[20,60)",0.103063597,0.056947004
"Age[20,60)",0.05176886,0.101669172
"Age[20,60)",0.111737819,0.046024337
"Age[20,60)",0.056890568,0.071929164
"Age[20,60)",0.065364095,0.075408773
"Age[20,60)",0.143160575,0.066928779
"Age[20,60)",0.079239264,0.091280785
"Age[20,60)",0.108236084,0.024960894
"Age[20,60)",0.117989067,0.001220967
"Age[20,60)",0.102042473,0.064343733
"Age[20,60)",0.083639547,0.082549278
"Age[20,60)",0.064519313,0.055705155
"Age[20,60)",0.113840581,0.012712978
"Age[20,60)",0.134163108,0.021741044
"Age[20,60)",0.027614771,0.035723278
"Age[20,60)",0.089723547,-0.014410695
"Age[20,60)",0.125242662,0.007412891
"Age[20,60)",0.078864764,0.052972552
"Age[20,60)",0.079200265,0.06888743
"Age[20,60)",0.064746864,0.079318716
"Age[20,60)",0.147607154,0.006363624
"Age[20,60)",0.144777225,-0.024842278
"Age[20,60)",0.139207727,0.003518861
"Age[20,60)",0.053740461,0.086841514
"Age[20,60)",0.102702165,0.03517756
"Age[20,60)",0.13166894,0.062091014
"Age[20,60)",0.106656268,0.030133539
"Age[20,60)",0.071151537,0.056238414
"Age[20,60)",0.125951804,0.056531377
"Age[20,60)",0.119722466,0.045659702
"Age[20,60)",0.11143135,0.04349362
"Age[20,60)",0.094876324,0.068551175
"Age[20,60)",0.094921964,-0.001581576
"Age[20,60)",0.072639555,0.079021427
"Age[20,60)",0.159666993,0.044865322
"Age[20,60)",0.115301844,0.050711537
"Age[20,60)",0.128989299,0.054307115
"Age[20,60)",0.109224623,0.017778492
"Age[20,60)",0.149660665,0.042198199
"Age[20,60)",0.093472854,0.05722712
"Age[20,60)",0.138154741,0.035789826
"Age[20,60)",0.110471761,0.066072872
"Age[20,60)",0.077047542,0.03082141
"Age[20,60)",0.121772324,0.04213408
"Age[20,60)",0.12516547,0.014327297
"Age[20,60)",0.097768023,0.089114284
"Age[20,60)",0.156926268,0.039752182
"Age[20,60)",0.128154188,0.042810666
"Age[20,60)",0.151989224,0.034167832
"Age[20,60)",0.09154911,0.018205826
"Age[20,60)",0.075699097,0.046631866
"Age[20,60)",0.071239804,0.074044979
"Age[20,60)",0.087128203,0.044619254
"Age[20,60)",0.155269754,0.027313704
"Age[20,60)",0.148842392,0.023994881
"Age[20,60)",0.09514038,0.046420294
"Age[20,60)",0.052145414,0.051073582
"Age[20,60)",0.096593259,0.024708948
"Age[20,60)",0.086023873,0.034416256
"Age[20,60)",0.057452937,0.034575646
"Age[20,60)",0.106247014,0.008455605
"Age[20,60)",0.070784301,0.047305744
"Age[20,60)",0.09431031,0.01036685
"Age[20,60)",0.131827897,0.042802255
"Age[20,60)",0.140452997,0.02989915
"Age[20,60)",0.139149162,0.01413548
"Age[20,60)",0.071270912,0.068711395
"Age[20,60)",0.120695296,0.059216032
"Age[20,60)",0.111632337,0.032619023
"Age[20,60)",0.113968609,0.039278956
"Age[20,60)",0.122383754,0.051246248
"Age[20,60)",0.078604409,0.060488906
"Age[20,60)",0.117204805,0.038353837
"Age[20,60)",0.106313396,0.028890839
"Age[20,60)",0.110620603,0.038199628
"Age[20,60)",0.121290079,0.013955957
"Age[20,60)",0.115441803,0.015136315
"Age[20,60)",0.048835897,0.021592663
"Age[20,60)",0.067204295,0.040259985
"Age[20,60)",0.087377023,0.057418618
"Age[20,60)",0.069744674,0.055829807
"Age[20,60)",0.088688626,0.061663585
"Age[20,60)",0.103167002,0.032877021
"Age[20,60)",0.05830531,0.010244346
"Age[20,60)",0.10190545,0.022915254
"Age[20,60)",0.051410083,0.011554734
"Age[20,60)",0.096761486,0.053434597
"Age[20,60)",0.167041542,0.024822611
"Age[20,60)",0.084246677,0.073111749
"Age[20,60)",0.066798704,0.022246821
"Age[20,60)",0.148234003,0.006715404
"Age[20,60)",0.139632782,0.024644089
"Age[20,60)",0.053035662,0.102162477
"Age[20,60)",0.071718265,0.027792997
"Age[20,60)",0.10622095,0.025989134
"Age[20,60)",0.056186387,0.065082625
"Age[20,60)",0.135071979,0.01054006
"Age[20,60)",0.141237381,0.036315954
"Age[20,60)",0.129808295,0.058642232
"Age[20,60)",0.074932122,0.037835087
"Age[20,60)",0.108025539,0.034161974
"Age[20,60)",0.054283124,0.057272151
"Age[20,60)",0.103040841,0.002775195
"Age[20,60)",0.047010357,0.042620926
"Age[20,60)",0.113569767,0.019831966
"Age[20,60)",0.090616336,0.044613342
"Age[20,60)",0.097506631,0.042490763
"Age[20,60)",0.139691166,0.059087017
"Age[20,60)",0.115677994,0.030997991
"Age[20,60)",0.174892839,0.024417268
"Age[20,60)",0.193901864,0.033416999
"Age[20,60)",0.114403882,0.04763359
"Age[20,60)",0.089477317,0.024297307
"Age[20,60)",0.103572345,0.069060593
"Age[20,60)",0.091764856,0.038021813
"Age[20,60)",0.072794011,0.030770962
"Age[20,60)",0.093851715,0.003447423
"Age[20,60)",0.070482678,0.019703611
"Age[20,60)",0.043325845,0.00083579
"Age[20,60)",0.097254433,0.014566544
"Age[20,60)",0.069972725,0.031220073
"Age[20,60)",0.07473247,0.010746175
"Age[20,60)",0.088765465,0.011534874
"Age[20,60)",0.073465961,0.041832222
"Age[20,60)",0.156438559,0.032665165
"Age[20,60)",0.103206366,0.083186863
"Age[20,60)",0.054932332,0.024082476
"Age[20,60)",0.092479756,0.036144692
"Age[20,60)",0.111975227,0.036739157
"Age[20,60)",0.048697731,0.090632012
"Age[20,60)",0.106817364,0.025755967
"Age[20,60)",0.093223657,0.04785322
"Age[20,60)",0.12184662,0.026388863
"Age[20,60)",0.100818142,0.017733749
"Age[20,60)",0.136767823,0.013491439
"Age[20,60)",0.101641718,0.026082664
"Age[20,60)",0.049858377,0.036874953
"Age[20,60)",0.094043864,0.022166869
"Age[20,60)",0.11122079,0.027064765
"Age[20,60)",0.047049098,0.054527152
"Age[20,60)",0.104434974,0.010966286
"Age[20,60)",0.054890218,0.001584465
"Age[20,60)",0.089001095,0.053985619
"Age[20,60)",0.134367393,0.047999834
"Age[20,60)",0.125813077,0.031972635
"Age[20,60)",0.123142667,0.009933852
"Age[20,60)",0.0831568,0.017160584
"Age[20,60)",0.086031124,0.034759173
"Age[20,60)",0.089239307,0.063484839
"Age[20,60)",0.065386574,0.030725694
"Age[20,60)",0.124971039,0.030768268
"Age[20,60)",0.119891515,0.041839906
"Age[20,60)",0.135686524,0.057329457
"Age[20,60)",0.071791752,0.015023263
"Age[20,60)",0.114323268,0.041304913
"Age[20,60)",0.057004707,0.059361151
"Age[20,60)",0.096776142,0.010159541
"Age[20,60)",0.082154534,0.057563772
"Age[20,60)",0.055812275,-0.005512707
"Age[20,60)",0.108812055,0.046854971
"Age[20,60)",0.067330125,0.087528775
"Age[20,60)",0.126170656,0.03138613
"Age[20,60)",0.063446716,0.031258841
"Age[20,60)",0.129549379,0.018030494
"Age[20,60)",0.067067273,0.057500323
"Age[20,60)",0.068435983,0.010534571
"Age[20,60)",0.148877537,0.035170761
"Age[20,60)",0.129783993,0.018031791
"Age[20,60)",0.073701018,0.02212055
"Age[20,60)",0.074470316,0.031043895
"Age[20,60)",0.04859999,0.049054122
"Age[20,60)",0.072565203,0.033745473
"Age[20,60)",0.094291154,0.062554861
"Age[20,60)",0.132308683,0.037602667
"Age[20,60)",0.058908201,0.006611789
"Age[20,60)",0.107266026,0.027140032
"Age[20,60)",0.135993087,0.027076304
"Age[20,60)",0.079438683,-0.006235703
"Age[20,60)",0.076181217,0.033285027
"Age[20,60)",0.105373321,0.093007837
"Age[20,60)",0.099753342,0.023962816
"Age[20,60)",0.154838984,0.025648478
"Age[20,60)",0.106215503,0.044074695
"Age[20,60)",0.077456274,0.095474935
"Age[20,60)",0.089560443,0.017490682
"Age[20,60)",0.087826094,0.036735277
"Age[20,60)",0.089111714,0.03555017
"Age[20,60)",0.153876058,0.064367922
"Age[20,60)",0.113398708,0.013238099
"Age[20,60)",0.18159816,-0.016767506
"Age[20,60)",0.074910629,0.068930646
"Age[20,60)",0.097373479,0.065867609
"Age[20,60)",0.071921749,0.051681089
"Age[20,60)",0.1075737,0.005954946
"Age[20,60)",0.141853825,-0.002019875
"Age[20,60)",0.108498291,0.036336887
"Age[20,60)",0.108216951,0.04606205
"Age[20,60)",0.053081378,0.031502012
"Age[20,60)",0.081757318,0.072695042
"Age[20,60)",0.113011045,0.057889673
"Age[20,60)",0.135979199,0.01835986
"Age[20,60)",0.110948519,0.072463182
"Age[20,60)",0.059981571,0.039348413
"Age[20,60)",0.095244248,0.030294298
"Age[20,60)",0.050821754,0.039429983
"Age[20,60)",0.070746067,0.072713277
"Age[20,60)",0.067909717,0.07808147
"Age[20,60)",0.113644148,0.043075086
"Age[20,60)",0.066955209,0.050434868
"Age[20,60)",0.104446237,0.073025663
"Age[20,60)",0.065050677,0.037108663
"Age[20,60)",0.053188841,0.024350856
"Age[20,60)",0.07303215,0.050354952
"Age[20,60)",0.120043782,0.051106796
"Age[20,60)",0.088414426,0.056175862
"Age[20,60)",0.056462739,0.062378146
"Age[20,60)",0.070424842,0.025732082
"Age[20,60)",0.0585278,0.033502843
"Age[20,60)",0.051389826,0.049691489
"Age[20,60)",0.105840617,0.05990239
"Age[20,60)",0.098687127,0.070171728
"Age[20,60)",0.121232897,0.040575222
"Age[20,60)",0.128716406,0.043125165
"Age[20,60)",0.102092564,0.04374719
"Age[20,60)",0.078272045,0.055815457
"Age[20,60)",0.136367697,0.024066767
"Age[20,60)",0.110822048,0.046683732
"Age[20,60)",0.091535654,0.060124374
"Age[20,60)",0.075868075,0.076719104
"Age[20,60)",0.063682809,0.024318612
"Age[20,60)",0.103492674,0.033237215
"Age[20,60)",0.062923305,0.011124729
"Age[20,60)",0.105120266,0.004328815
"Age[20,60)",0.102879544,0.024241067
"Age[20,60)",0.055771792,0.053905672
"Age[20,60)",0.134210812,0.053868265
"Age[20,60)",0.069194719,0.060502184
"Age[20,60)",0.076724022,0.034383341
"Age[20,60)",0.104111266,0.014547304
"Age[20,60)",0.093198038,0.036135445
"Age[20,60)",0.133090463,0.015891628
"Age[20,60)",0.099588582,0.018756622
"Age[20,60)",0.087606348,0.026209648
"Age[20,60)",0.113186245,0.020646309
"Age[20,60)",0.099131403,0.054104838
"Age[20,60)",0.076979928,0.024322532
"Age[20,60)",0.067778015,0.087625366
"Age[20,60)",0.01555417,0.064836
"Age[20,60)",0.083964247,0.034828692
"Age[20,60)",0.131589147,0.059983472
"Age[20,60)",0.121218495,0.048218645
"Age[20,60)",0.076403971,0.04501183
"Age[20,60)",0.101863256,0.052850449
"Age[20,60)",0.140167958,0.051992858
"Age[20,60)",0.061655304,0.031009241
"Age[20,60)",0.100066423,-0.012056879
"Age[20,60)",0.09064025,-0.003637408
"Age[20,60)",0.192063706,0.001863436
"Age[20,60)",0.088198298,-0.003674293
"Age[20,60)",0.064749504,0.037180695
"Age[20,60)",0.088598654,0.065325909
"Age[20,60)",0.095242521,0.058674664
"Age[20,60)",0.098973649,0.054338528
"Age[20,60)",0.120823442,0.048065594
"Age[20,60)",0.091382561,0.067628324
"Age[20,60)",0.043372834,0.033592197
"Age[20,60)",0.123291949,0.035506364
"Age[20,60)",0.086153853,0.006521207
"Age[20,60)",0.14136304,0.026412965
"Age[20,60)",0.128575766,0.037615132
"Age[20,60)",0.088493631,0.030485062
"Age[20,60)",0.077463664,0.004320721
"Age[20,60)",0.156388918,0.039118481
"Age[20,60)",0.09045219,0.046525512
"Age[20,60)",0.106787094,0.054491271
"Age[20,60)",0.092203838,0.062052438
"Age[20,60)",0.086165591,0.069352121
"Age[20,60)",0.076670124,0.041139889
"Age[20,60)",0.09344287,0.01530571
"Age[20,60)",0.123737183,-0.004768964
"Age[20,60)",0.084004062,0.027835829
"Age[20,60)",0.101882043,0.015849782
"Age[20,60)",0.047249774,0.035401883
"Age[20,60)",0.050569875,0.013902324
"Age[20,60)",0.076322703,0.063116507
"Age[20,60)",0.03366704,0.006235591
"Age[20,60)",0.100563521,0.025562057
"Age[20,60)",0.055499583,0.020195018
"Age[20,60)",0.096524723,0.015855355
"Age[20,60)",0.049669434,0.037540326
"Age[20,60)",0.159209057,0.0328453
"Age[20,60)",0.050229007,0.02483682
"Age[20,60)",0.107917071,0.059380335
"Age[20,60)",0.019587444,0.034296083
"Age[20,60)",0.122133841,0.031618033
"Age[20,60)",0.113089195,0.026257478
"Age[20,60)",0.069504519,0.027079257
"Age[20,60)",0.051707085,0.04969828
"Age[20,60)",0.109424776,0.050898965
"Age[20,60)",0.065028853,0.038144245
"Age[20,60)",0.039575694,0.049935501
"Age[20,60)",0.064920755,0.064600781
"Age[20,60)",0.085075042,0.00434034
"Age[20,60)",0.116304146,0.03692029
"Age[20,60)",0.099312139,0.075724858
"Age[20,60)",0.113870094,0.05646035
"Age[20,60)",0.083619303,0.027298985
"Age[20,60)",0.118419887,0.042839635
"Age[20,60)",0.10043518,0.026016168
"Age[20,60)",0.150178069,0.017317056
"Age[20,60)",0.086051208,0.037582333
"Age[20,60)",0.078653838,0.053585202
"Age[20,60)",0.10073093,0.059413225
"Age[20,60)",0.064240648,0.032390301
"Age[20,60)",0.135457736,0.0320887
"Age[20,60)",0.102934049,0.04174677
"Age[20,60)",0.089366661,0.058688625
"Age[20,60)",0.12464598,0.025240209
"Age[20,60)",0.115429745,0.027527007
"Age[20,60)",0.118123488,0.039269121
"Age[20,60)",0.097113955,0.03483272
"Age[20,60)",0.068562874,0.041456778
"Age[20,60)",0.09899063,0.027064147
"Age[20,60)",0.11629183,0.05194844
"Age[20,60)",0.134601101,0.032800165
"Age[20,60)",0.138585436,0.042126652
"Age[20,60)",0.140182459,0.033562339
"Age[20,60)",0.076768602,-0.00649582
"Age[20,60)",0.12248303,0.023766984
"Age[20,60)",0.066639742,0.033475208
"Age[20,60)",0.112072032,0.015058926
"Age[20,60)",0.077757949,0.060643688
"Age[20,60)",0.108411104,0.025769387
"Age[20,60)",0.132265604,0.04598802
"Age[20,60)",0.063777359,0.040042495
"Age[20,60)",0.095640929,0.04550818
"Age[20,60)",0.034920935,0.048544061
"Age[20,60)",0.069163199,0.007040251
"Age[20,60)",0.146563302,0.034674675
"Age[20,60)",0.107588138,0.036589533
"Age[20,60)",0.057160598,0.053564171
"Age[20,60)",0.127392237,0.012752758
"Age[20,60)",0.131737751,0.049113878
"Age[20,60)",0.063096498,0.012770446
"Age[20,60)",0.042127708,0.03683204
"Age[20,60)",0.086976761,0.02163102
"Age[20,60)",0.126121661,0.016245223
"Age[20,60)",0.091056854,0.030089163
"Age[20,60)",0.11007008,0.036540882
"Age[20,60)",0.090299414,0.027834241
"Age[20,60)",0.090401194,0.032630296
"Age[20,60)",0.144684146,0.026583874
"Age[20,60)",0.090404724,0.066766474
"Age[20,60)",0.111422766,0.052613312
"Age[20,60)",0.064601402,0.002176468
"Age[20,60)",0.091804525,0.058116548
"Age[20,60)",0.160846197,0.017365125
"Age[20,60)",0.154027632,0.031042864
"Age[20,60)",0.096784812,0.07619843
"Age[20,60)",0.118230584,0.004289737
"Age[20,60)",0.061775782,0.097526438
"Age[20,60)",0.117844635,0.051744849
"Age[20,60)",0.097715349,0.074356189
"Age[20,60)",0.040928624,0.059292471
"Age[20,60)",0.101961098,0.057106833
"Age[20,60)",0.121098975,0.042916919
"Age[20,60)",0.098728252,0.065808003
"Age[20,60)",0.11311197,0.008793794
"Age[20,60)",0.049645229,0.005337627
"Age[20,60)",0.072867018,0.023533025
"Age[20,60)",0.102016285,0.032496491
"Age[20,60)",0.147212297,0.029249998
"Age[20,60)",0.05703593,0.00440225
"Age[20,60)",0.082678298,-0.013119946
"Age[20,60)",0.16339861,0.013926476
"Age[20,60)",0.111411212,0.069097536
"Age[20,60)",0.084733714,-0.010771214
"Age[20,60)",0.082011593,0.07771845
"Age[20,60)",0.100973098,0.033436203
"Age[20,60)",0.129069903,0.049185204
"Age[20,60)",0.053265313,0.064299774
"Age[20,60)",0.103889477,0.027188395
"Age[20,60)",0.088775834,0.035967146
"Age[20,60)",0.105035638,-0.014721276
"Age[20,60)",0.085826034,0.047645945
"Age[20,60)",0.096709246,0.060574207
"Age[20,60)",0.141639391,-0.004610238
"Age[20,60)",0.057028002,0.04051778
"Age[20,60)",0.117512881,0.018412148
"Age[20,60)",0.136039945,0.065915097
"Age[20,60)",0.098363193,0.024904266
"Age[20,60)",0.065571996,0.076570685
"Age[20,60)",0.147470419,0.020696425
"Age[20,60)",0.075430673,0.014172046
"Age[20,60)",0.071242887,0.038294913
"Age[20,60)",0.158913541,0.072567675
"Age[20,60)",0.121912121,0.016805106
"Age[20,60)",0.11066977,0.044990437
"Age[20,60)",0.076126776,0.053624012
"Age[20,60)",0.115344803,0.031928036
"Age[20,60)",0.082220497,0.09394314
"Age[20,60)",0.078268482,0.042888999
"Age[20,60)",0.160397133,0.085326847
"Age[20,60)",0.090207503,0.064897298
"Age[20,60)",0.126924114,0.032924766
"Age[20,60)",0.153710395,0.0309261
"Age[20,60)",0.156469444,0.007455795
"Age[20,60)",0.126763479,0.037102685
"Age[20,60)",0.117200251,0.00313764
"Age[20,60)",0.118786245,0.030634016
"Age[20,60)",0.16771484,0.02691346
"Age[20,60)",0.168315453,0.036340084
"Age[20,60)",0.14554517,0.044048421
"Age[20,60)",0.149199531,0.074305032
"Age[20,60)",0.19323873,0.038840662
"Age[20,60)",0.105242035,0.069710988
"Age[20,60)",0.158567469,0.04948353
"Age[20,60)",0.108417921,0.048344607
"Age[20,60)",0.131680248,0.012266207
"Age[20,60)",0.141138807,0.078761059
"Age[20,60)",0.139532981,0.037168653
"Age[20,60)",0.119295956,0.030794043
"Age[20,60)",0.192649968,0.031302377
"Age[20,60)",0.129489814,0.06125433
"Age[20,60)",0.16318971,0.038407246
"Age[20,60)",0.178699576,0.036810871
"Age[20,60)",0.133474737,0.051114213
"Age[20,60)",0.089108344,0.071001819
"Age[20,60)",0.133551587,0.088451912
"Age[20,60)",0.137010665,0.01170579
"Age[20,60)",0.201531111,0.024101658
"Age[20,60)",0.134389793,0.036844207
"Age[20,60)",0.145351704,0.030273512
"Age[20,60)",0.13687331,0.023111449
"Age[20,60)",0.148905684,0.021582645
"Age[20,60)",0.184538041,0.075896315
"Age[20,60)",0.11924379,0.046865366
"Age[20,60)",0.091375978,0.08001812
"Age[20,60)",0.11600397,0.054161989
"Age[20,60)",0.08707731,0.032424143
"Age[20,60)",0.196700914,0.067022022
"Age[20,60)",0.187642394,0.042750657
"Age[20,60)",0.151788403,0.023313107
"Age[20,60)",0.14824037,0.022864359
"Age[20,60)",0.160549771,0.050782011
"Age[20,60)",0.11437102,0.037488972
"Age[20,60)",0.138596394,0.031840219
"Age[20,60)",0.122599566,0.038079053
"Age[20,60)",0.122381425,0.03150811
"Age[20,60)",0.156701387,0.024558762
"Age[20,60)",0.076907904,0.057578505
"Age[20,60)",0.196299665,0.01593059
"Age[20,60)",0.131101181,0.065918669
"Age[20,60)",0.173175882,0.023927462
"Age[20,60)",0.152158436,0.047514173
"Age[20,60)",0.145143657,-0.005528393
"Age[20,60)",0.118046867,0.025986787
"Age[20,60)",0.154775394,0.044539307
"Age[20,60)",0.145063699,0.052543936
"Age[20,60)",0.150028589,0.086311249
"Age[20,60)",0.117662618,0.029660848
"Age[20,60)",0.128101119,0.006705361
"Age[20,60)",0.100667396,0.009874567
"Age[20,60)",0.110367432,0.053799741
"Age[20,60)",0.113639436,0.00474799
"Age[20,60)",0.105722185,0.050561837
"Age[20,60)",0.109320752,0.038666689
"Age[20,60)",0.132865146,0.072172906
"Age[20,60)",0.094464573,0.053581894
"Age[20,60)",0.125247217,0.051181244
"Age[20,60)",0.11416069,0.058600514
"Age[20,60)",0.156125289,0.080332406
"Age[20,60)",0.147128792,-0.004843151
"Age[20,60)",0.086597933,0.079449085
"Age[20,60)",0.107143076,-0.026820794
"Age[20,60)",0.080604963,0.041231165
"Age[20,60)",0.105057708,0.040572663
"Age[20,60)",0.140733159,0.030764938
"Age[20,60)",0.172665012,0.015783584
"Age[20,60)",0.148012286,0.038408049
"Age[20,60)",0.171939987,0.030889723
"Age[20,60)",0.101496601,0.03691685
"Age[20,60)",0.127984871,0.040458849
"Age[20,60)",0.150054589,0.038045373
"Age[20,60)",0.096982823,0.031701852
"Age[20,60)",0.130636721,0.053803217
"Age[20,60)",0.069877817,0.021184172
"Age[20,60)",0.173191199,0.079116618
"Age[20,60)",0.095703725,0.031481961
"Age[20,60)",0.146403477,0.073734898
"Age[20,60)",0.108415034,0.043804373
"Age[20,60)",0.140414066,0.048218452
"Age[20,60)",0.12546201,0.061996774
"Age[20,60)",0.087490051,0.026832468
"Age[20,60)",0.080188378,0.081515158
"Age[20,60)",0.049294244,0.03864206
"Age[20,60)",0.152607383,0.029732831
"Age[20,60)",0.114110819,0.017817647
"Age[20,60)",0.13449908,0.040061241
"Age[20,60)",0.071113309,0.043857183
"Age[20,60)",0.104354733,0.072495214
"Age[20,60)",0.134101021,0.065706125
"Age[20,60)",0.150259659,0.067950205
"Age[20,60)",0.116260403,0.059856587
"Age[20,60)",0.101847629,0.042302106
"Age[20,60)",0.116183267,0.039267426
"Age[20,60)",0.125713111,0.060890301
"Age[20,60)",0.138122822,0.01389383
"Age[20,60)",0.113207691,0.052340969
"Age[20,60)",0.179683926,0.060592572
"Age[20,60)",0.074032988,0.002836464
"Age[20,60)",0.128242528,0.025446152
"Age[20,60)",0.11306013,0.023826086
"Age[20,60)",0.15252352,0.061609698
"Age[20,60)",0.19140035,0.025266248
"Age[20,60)",0.12077261,0.008938646
"Age[20,60)",0.113091639,0.036237284
"Age[20,60)",0.095482175,0.063454499
"Age[20,60)",0.09945572,0.073731933
"Age[20,60)",0.165335884,0.018085997
"Age[20,60)",0.139094745,0.064443913
"Age[20,60)",0.105170714,0.026653491
"Age[20,60)",0.120717884,0.041103454
"Age[20,60)",0.114933014,0.037977353
"Age[20,60)",0.174039149,0.044140962
"Age[20,60)",0.137466656,0.04488853
"Age[20,60)",0.124485529,0.015419267
"Age[20,60)",0.125909716,0.049114321
"Age[20,60)",0.130939838,0.055743214
"Age[20,60)",0.171545288,0.021690332
"Age[20,60)",0.147294542,0.005073349
"Age[20,60)",0.056091674,0.055566507
"Age[20,60)",0.104009215,-0.003100413
"Age[20,60)",0.075570645,0.055152931
"Age[20,60)",0.206623073,0.058044567
"Age[20,60)",0.128630174,0.076527561
"Age[20,60)",0.134312168,0.028354678
"Age[20,60)",0.183535264,0.042142448
"Age[20,60)",0.148300871,0.101158847
"Age[20,60)",0.158190897,0.023278552
"Age[20,60)",0.134834488,0.055285067
"Age[20,60)",0.176711055,0.029087252
"Age[20,60)",0.13717185,0.014869486
"Age[20,60)",0.19219668,0.053956125
"Age[20,60)",0.141632007,0.022314791
"Age[20,60)",0.115954128,0.018514898
"Age[20,60)",0.121494817,0.08057834
"Age[20,60)",0.129309647,0.048226137
"Age[20,60)",0.115763633,0.02587826
"Age[20,60)",0.13571291,0.065093286
"Age[20,60)",0.14760923,0.063407684
"Age[20,60)",0.114480284,0.071553615
"Age[20,60)",0.143250632,0.036117624
"Age[20,60)",0.112909823,0.05763415
"Age[20,60)",0.152781833,0.046516817
"Age[20,60)",0.124920242,0.224030727
"Age[20,60)",0.128379868,0.018708853
"Age[20,60)",0.127560627,0.046260168
"Age[20,60)",0.139177697,0.01655718
"Age[20,60)",0.150465616,0.044967138
"Age[20,60)",0.153360113,0.039271489
"Age[20,60)",0.183328951,0.025261906
"Age[20,60)",0.11379089,0.081361756
"Age[20,60)",0.186065423,0.036371026
"Age[20,60)",0.145448656,0.028143154
"Age[20,60)",0.036938185,0.004096223
"Age[20,60)",0.112326202,0.031159733
"Age[20,60)",0.18287604,-0.002441471
"Age[20,60)",0.143468826,0.011630261
"Age[20,60)",0.118471634,0.088905153
"Age[20,60)",0.076602724,0.00400871
